GEOGRAPHY,ECODE,AREA_NAME,BAND,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LSOA,E01003140,Lambeth 035B,A,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003140,Lambeth 035B,B,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003140,Lambeth 035B,C,0,0,0,2.5,0,0,0,0,2.5,0,0,0,2.5,10
LSOA,E01003140,Lambeth 035B,D,0,0,2.5,450,0,0,2.5,0,2.5,2.5,2.5,0,0,460
LSOA,E01003140,Lambeth 035B,E,0,0,2.5,2.5,0,0,0,0,0,20,0,0,0,30
LSOA,E01003140,Lambeth 035B,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003140,Lambeth 035B,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003140,Lambeth 035B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003141,Lambeth 034B,All,310,2.5,50,140,10,70,0,70,10,10,70,2.5,10,750
LSOA,E01003141,Lambeth 034B,A,10,0,0,0,0,0,0,0,0,0,0,0,2.5,20
LSOA,E01003141,Lambeth 034B,B,20,0,0,0,10,30,0,2.5,0,0,0,0,0,60
LSOA,E01003141,Lambeth 034B,C,110,0,40,2.5,0,30,0,50,2.5,0,20,2.5,2.5,240
LSOA,E01003141,Lambeth 034B,D,80,2.5,0,80,0,10,0,10,10,0,50,0,2.5,240
LSOA,E01003141,Lambeth 034B,E,40,0,10,50,2.5,0,0,20,0,10,0,0,0,130
LSOA,E01003141,Lambeth 034B,F,30,2.5,0,10,0,2.5,0,0,0,0,2.5,0,2.5,40
LSOA,E01003141,Lambeth 034B,G,20,0,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01003141,Lambeth 034B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003142,Lambeth 035C,All,0,0,2.5,460,0,0,0,0,0,0,0,0,2.5,460
LSOA,E01003142,Lambeth 035C,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003142,Lambeth 035C,B,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003142,Lambeth 035C,C,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003142,Lambeth 035C,D,0,0,0,450,0,0,0,0,0,0,0,0,2.5,460
LSOA,E01003142,Lambeth 035C,E,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003142,Lambeth 035C,F,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003142,Lambeth 035C,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003142,Lambeth 035C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003143,Lambeth 035D,All,0,0,2.5,360,0,0,0,0,50,110,2.5,0,0,520
LSOA,E01003143,Lambeth 035D,A,0,0,0,0,0,0,0,0,0,20,0,0,0,20
LSOA,E01003143,Lambeth 035D,B,0,0,0,10,0,0,0,0,10,30,0,0,0,50
LSOA,E01003143,Lambeth 035D,C,0,0,0,0,0,0,0,0,10,10,0,0,0,30
LSOA,E01003143,Lambeth 035D,D,0,0,2.5,360,0,0,0,0,10,40,2.5,0,0,400
LSOA,E01003143,Lambeth 035D,E,0,0,2.5,2.5,0,0,0,0,10,2.5,2.5,0,0,20
LSOA,E01003143,Lambeth 035D,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003143,Lambeth 035D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003143,Lambeth 035D,H,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01003144,Lambeth 034C,All,160,170,40,150,0,0,0,0,2.5,10,10,0,10,550
LSOA,E01003144,Lambeth 034C,A,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01003144,Lambeth 034C,B,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003144,Lambeth 034C,C,30,10,2.5,2.5,0,0,0,0,0,10,2.5,0,2.5,60
LSOA,E01003144,Lambeth 034C,D,20,10,2.5,2.5,0,0,0,0,0,2.5,2.5,0,2.5,40
LSOA,E01003144,Lambeth 034C,E,10,10,30,90,0,0,0,0,2.5,0,2.5,0,0,150
LSOA,E01003144,Lambeth 034C,F,50,40,10,40,0,0,0,0,0,0,0,0,2.5,130
LSOA,E01003144,Lambeth 034C,G,40,90,2.5,20,0,0,0,0,0,0,0,0,0,160
LSOA,E01003144,Lambeth 034C,H,2.5,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5
LSOA,E01003145,Lambeth 034D,All,540,10,80,40,10,10,0,2.5,20,0,20,10,10,740
LSOA,E01003145,Lambeth 034D,A,20,0,10,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01003145,Lambeth 034D,B,120,2.5,10,2.5,0,0,0,0,0,0,2.5,0,2.5,130
LSOA,E01003145,Lambeth 034D,C,270,10,30,2.5,2.5,0,0,0,10,0,10,2.5,10,340
LSOA,E01003145,Lambeth 034D,D,50,0,0,2.5,2.5,10,0,2.5,20,0,2.5,0,2.5,80
LSOA,E01003145,Lambeth 034D,E,20,0,10,10,2.5,0,0,2.5,2.5,0,0,2.5,2.5,50
LSOA,E01003145,Lambeth 034D,F,60,2.5,20,20,0,0,0,0,2.5,0,0,0,0,100
LSOA,E01003145,Lambeth 034D,G,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003145,Lambeth 034D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003146,Lambeth 035E,All,60,30,2.5,330,0,0,0,0,10,100,0,0,10,530
LSOA,E01003146,Lambeth 035E,A,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003146,Lambeth 035E,B,10,0,0,10,0,0,0,0,0,0,0,0,2.5,30
LSOA,E01003146,Lambeth 035E,C,20,10,2.5,10,0,0,0,0,2.5,40,0,0,2.5,90
LSOA,E01003146,Lambeth 035E,D,30,20,2.5,310,0,0,0,0,2.5,2.5,0,0,2.5,360
LSOA,E01003146,Lambeth 035E,E,0,0,0,0,0,0,0,0,0,50,0,0,0,50
LSOA,E01003146,Lambeth 035E,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003146,Lambeth 035E,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003146,Lambeth 035E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003147,Lambeth 034E,All,300,90,190,20,0,20,150,2.5,2.5,20,20,10,10,830
LSOA,E01003147,Lambeth 034E,A,20,0,0,0,0,0,10,0,0,0,0,0,2.5,40
LSOA,E01003147,Lambeth 034E,B,50,10,0,0,0,10,100,0,0,0,0,0,2.5,160
LSOA,E01003147,Lambeth 034E,C,120,20,50,20,0,10,30,0,2.5,0,0,10,10,250
LSOA,E01003147,Lambeth 034E,D,30,10,10,0,0,0,10,2.5,0,0,2.5,2.5,2.5,60
LSOA,E01003147,Lambeth 034E,E,10,30,110,10,0,0,2.5,0,0,20,10,2.5,0,190
LSOA,E01003147,Lambeth 034E,F,40,30,20,0,0,0,0,0,0,2.5,0,0,0,90
LSOA,E01003147,Lambeth 034E,G,30,10,2.5,0,0,0,0,0,0,2.5,0,0,0,40
LSOA,E01003147,Lambeth 034E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003148,Lambeth 032E,All,640,60,2.5,20,0,70,20,0,2.5,0,10,10,10,820
LSOA,E01003148,Lambeth 032E,A,10,2.5,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003148,Lambeth 032E,B,70,0,0,0,0,30,10,0,0,0,0,0,2.5,100
LSOA,E01003148,Lambeth 032E,C,250,20,0,2.5,0,40,10,0,0,0,0,2.5,2.5,330
LSOA,E01003148,Lambeth 032E,D,150,30,0,10,0,0,0,0,2.5,0,0,10,0,210
LSOA,E01003148,Lambeth 032E,E,100,0,2.5,2.5,0,2.5,0,0,0,0,0,0,2.5,100
LSOA,E01003148,Lambeth 032E,F,40,2.5,0,0,0,0,0,0,0,0,10,0,2.5,40
LSOA,E01003148,Lambeth 032E,G,30,0,0,0,0,0,0,0,0,0,0,2.5,0,30
LSOA,E01003148,Lambeth 032E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003149,Lambeth 030D,All,190,10,70,260,0,10,30,2.5,40,60,50,0,10,720
LSOA,E01003149,Lambeth 030D,A,10,0,0,2.5,0,2.5,0,0,0,0,0,0,0,10
LSOA,E01003149,Lambeth 030D,B,10,2.5,2.5,2.5,0,2.5,2.5,0,0,0,2.5,0,2.5,30
LSOA,E01003149,Lambeth 030D,C,100,2.5,2.5,80,0,2.5,10,0,10,10,2.5,0,2.5,230
LSOA,E01003149,Lambeth 030D,D,20,2.5,2.5,10,0,2.5,0,0,30,30,10,0,2.5,100
LSOA,E01003149,Lambeth 030D,E,10,0,30,50,0,2.5,10,2.5,10,20,2.5,0,2.5,130
LSOA,E01003149,Lambeth 030D,F,20,0,20,90,0,0,0,0,2.5,0,0,0,0,130
LSOA,E01003149,Lambeth 030D,G,10,2.5,10,30,0,2.5,0,0,0,0,20,0,2.5,80
LSOA,E01003149,Lambeth 030D,H,10,0,0,0,0,0,0,2.5,0,0,2.5,0,2.5,10
LSOA,E01003150,Lambeth 032F,All,330,10,10,60,150,20,100,70,20,0,10,0,10,780
LSOA,E01003150,Lambeth 032F,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003150,Lambeth 032F,B,50,2.5,2.5,20,90,10,50,10,2.5,0,0,0,2.5,230
LSOA,E01003150,Lambeth 032F,C,170,2.5,10,40,70,10,40,60,20,0,10,0,2.5,430
LSOA,E01003150,Lambeth 032F,D,60,0,0,2.5,0,0,2.5,0,2.5,0,2.5,0,2.5,70
LSOA,E01003150,Lambeth 032F,E,10,0,0,2.5,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003150,Lambeth 032F,F,2.5,0,0,2.5,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01003150,Lambeth 032F,G,30,0,0,0,0,0,0,0,0,0,0,0,2.5,30
LSOA,E01003150,Lambeth 032F,H,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003151,Lambeth 026E,All,130,10,10,330,160,10,40,60,40,10,10,10,2.5,830
LSOA,E01003151,Lambeth 026E,A,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,10
LSOA,E01003151,Lambeth 026E,B,40,10,2.5,190,80,2.5,30,2.5,40,10,0,0,0,410
LSOA,E01003151,Lambeth 026E,C,60,0,2.5,130,70,10,2.5,50,10,2.5,2.5,0,2.5,340
LSOA,E01003151,Lambeth 026E,D,30,2.5,2.5,2.5,2.5,0,2.5,0,0,0,2.5,10,0,50
LSOA,E01003151,Lambeth 026E,E,2.5,2.5,10,10,0,0,0,0,0,2.5,2.5,2.5,0,20
LSOA,E01003151,Lambeth 026E,F,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01003151,Lambeth 026E,G,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003151,Lambeth 026E,H,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01003152,Lambeth 027E,All,330,70,10,200,10,40,0,10,40,2.5,20,10,2.5,740
LSOA,E01003152,Lambeth 027E,A,10,2.5,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003152,Lambeth 027E,B,50,2.5,0,0,0,0,0,0,0,0,0,0,0,50
LSOA,E01003152,Lambeth 027E,C,150,10,0,10,0,0,0,0,40,0,10,0,0,220
LSOA,E01003152,Lambeth 027E,D,60,40,2.5,10,0,20,0,10,0,2.5,10,2.5,2.5,160
LSOA,E01003152,Lambeth 027E,E,20,2.5,2.5,150,10,20,0,0,0,0,0,2.5,0,200
LSOA,E01003152,Lambeth 027E,F,50,10,2.5,40,0,0,0,0,0,0,2.5,2.5,0,110
LSOA,E01003152,Lambeth 027E,G,2.5,0,2.5,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01003152,Lambeth 027E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003153,Lambeth 029D,All,110,2.5,370,250,30,20,0,20,20,0,110,10,10,940
LSOA,E01003153,Lambeth 029D,A,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01003153,Lambeth 029D,B,20,2.5,130,40,2.5,0,0,10,0,0,0,0,2.5,200
LSOA,E01003153,Lambeth 029D,C,60,2.5,240,200,20,20,0,10,0,0,20,10,2.5,580
LSOA,E01003153,Lambeth 029D,D,10,2.5,2.5,10,0,2.5,0,0,2.5,0,50,0,2.5,70
LSOA,E01003153,Lambeth 029D,E,0,0,0,10,2.5,0,0,0,10,0,10,0,0,40
LSOA,E01003153,Lambeth 029D,F,2.5,0,0,0,0,0,0,0,0,0,30,0,0,30
LSOA,E01003153,Lambeth 029D,G,10,0,0,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01003153,Lambeth 029D,H,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003154,Lambeth 030E,All,20,50,30,90,10,80,50,30,370,30,60,10,50,870
LSOA,E01003154,Lambeth 030E,A,0,0,0,0,0,10,2.5,0,2.5,0,0,0,0,10
LSOA,E01003154,Lambeth 030E,B,0,0,0,0,0,20,10,20,130,0,0,0,0,190
LSOA,E01003154,Lambeth 030E,C,10,10,2.5,2.5,2.5,50,30,2.5,80,10,30,0,0,230
LSOA,E01003154,Lambeth 030E,D,10,40,0,50,10,10,10,2.5,150,20,20,2.5,40,350
LSOA,E01003154,Lambeth 030E,E,2.5,0,10,30,0,2.5,0,2.5,2.5,0,10,0,2.5,50
LSOA,E01003154,Lambeth 030E,F,0,2.5,20,2.5,2.5,0,10,0,0,0,0,2.5,20,50
LSOA,E01003154,Lambeth 030E,G,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5
LSOA,E01003154,Lambeth 030E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003155,Lambeth 029E,All,380,10,2.5,270,20,2.5,2.5,2.5,50,10,20,10,10,760
LSOA,E01003155,Lambeth 029E,A,30,0,0,0,0,0,0,0,0,0,2.5,0,0,30
LSOA,E01003155,Lambeth 029E,B,50,2.5,0,2.5,0,0,0,0,2.5,10,2.5,2.5,2.5,60
LSOA,E01003155,Lambeth 029E,C,150,2.5,0,10,0,0,0,0,40,0,10,10,2.5,220
LSOA,E01003155,Lambeth 029E,D,50,0,0,30,2.5,2.5,2.5,2.5,2.5,0,2.5,0,2.5,90
LSOA,E01003155,Lambeth 029E,E,90,0,2.5,210,20,0,2.5,0,2.5,0,2.5,0,0,320
LSOA,E01003155,Lambeth 029E,F,20,0,0,20,0,0,0,0,0,0,0,0,0,30
LSOA,E01003155,Lambeth 029E,G,10,0,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003155,Lambeth 029E,H,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003156,Lambeth 023B,All,420,60,10,2.5,130,50,20,0,0,0,0,2.5,10,690
LSOA,E01003156,Lambeth 023B,A,0,0,0,0,2.5,10,0,0,0,0,0,0,0,10
LSOA,E01003156,Lambeth 023B,B,2.5,0,0,0,100,20,0,0,0,0,0,0,0,120
LSOA,E01003156,Lambeth 023B,C,100,2.5,0,2.5,20,10,20,0,0,0,0,0,2.5,160
LSOA,E01003156,Lambeth 023B,D,210,10,0,2.5,0,10,0,0,0,0,0,2.5,10,250
LSOA,E01003156,Lambeth 023B,E,60,20,0,0,0,0,0,0,0,0,0,2.5,0,80
LSOA,E01003156,Lambeth 023B,F,50,30,10,0,0,0,0,0,0,0,0,0,0,80
LSOA,E01003156,Lambeth 023B,G,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003156,Lambeth 023B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003157,Lambeth 023C,All,410,60,2.5,10,0,2.5,0,0,60,10,40,0,10,600
LSOA,E01003157,Lambeth 023C,A,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003157,Lambeth 023C,B,0,2.5,0,10,0,0,0,0,0,0,2.5,0,2.5,20
LSOA,E01003157,Lambeth 023C,C,50,10,0,0,0,2.5,0,0,2.5,0,2.5,0,2.5,60
LSOA,E01003157,Lambeth 023C,D,100,2.5,2.5,0,0,2.5,0,0,20,2.5,10,0,0,140
LSOA,E01003157,Lambeth 023C,E,210,30,2.5,0,0,0,0,0,40,2.5,10,0,2.5,290
LSOA,E01003157,Lambeth 023C,F,50,30,0,0,0,0,0,0,0,2.5,10,0,0,90
LSOA,E01003157,Lambeth 023C,G,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01003157,Lambeth 023C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003158,Lambeth 023D,All,640,20,0,10,2.5,70,0,0,0,20,10,10,10,790
LSOA,E01003158,Lambeth 023D,A,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01003158,Lambeth 023D,B,0,2.5,0,2.5,0,20,0,0,0,0,0,0,0,30
LSOA,E01003158,Lambeth 023D,C,60,2.5,0,0,0,20,0,0,0,0,0,0,0,80
LSOA,E01003158,Lambeth 023D,D,550,0,0,10,2.5,20,0,0,0,10,0,10,10,610
LSOA,E01003158,Lambeth 023D,E,20,2.5,0,0,0,2.5,0,0,0,2.5,0,0,2.5,30
LSOA,E01003158,Lambeth 023D,F,20,10,0,10,0,0,0,0,0,2.5,2.5,0,0,40
LSOA,E01003158,Lambeth 023D,G,0,10,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003158,Lambeth 023D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003159,Lambeth 022C,All,2.5,0,2.5,190,120,230,40,30,30,0,70,80,2.5,790
LSOA,E01003159,Lambeth 022C,A,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01003159,Lambeth 022C,B,0,0,0,170,40,90,0,0,0,0,0,0,0,300
LSOA,E01003159,Lambeth 022C,C,0,0,2.5,10,50,100,0,20,2.5,0,40,20,2.5,220
LSOA,E01003159,Lambeth 022C,D,0,0,0,0,30,40,30,20,30,0,2.5,60,0,200
LSOA,E01003159,Lambeth 022C,E,0,0,0,0,0,0,10,2.5,10,0,30,10,2.5,60
LSOA,E01003159,Lambeth 022C,F,0,0,0,10,0,0,2.5,0,0,0,0,2.5,0,10
LSOA,E01003159,Lambeth 022C,G,2.5,0,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01003159,Lambeth 022C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003160,Lambeth 022D,All,0,2.5,40,70,410,30,0,0,0,0,60,120,0,730
LSOA,E01003160,Lambeth 022D,A,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003160,Lambeth 022D,B,0,0,30,70,320,10,0,0,0,0,0,0,0,430
LSOA,E01003160,Lambeth 022D,C,0,2.5,0,0,100,20,0,0,0,0,30,20,0,170
LSOA,E01003160,Lambeth 022D,D,0,0,0,0,0,0,0,0,0,0,10,70,0,90
LSOA,E01003160,Lambeth 022D,E,0,0,0,0,0,0,0,0,0,0,10,30,0,30
LSOA,E01003160,Lambeth 022D,F,0,0,10,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01003160,Lambeth 022D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003160,Lambeth 022D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003161,Lambeth 023E,All,230,70,40,10,60,10,40,10,30,2.5,10,2.5,2.5,510
LSOA,E01003161,Lambeth 023E,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003161,Lambeth 023E,B,2.5,0,0,0,60,0,30,2.5,30,0,0,0,0,130
LSOA,E01003161,Lambeth 023E,C,60,30,0,0,0,0,10,10,0,0,0,0,0,110
LSOA,E01003161,Lambeth 023E,D,60,10,2.5,0,0,0,0,0,2.5,0,10,0,2.5,80
LSOA,E01003161,Lambeth 023E,E,10,0,2.5,2.5,0,10,0,0,2.5,0,2.5,2.5,0,30
LSOA,E01003161,Lambeth 023E,F,100,20,10,2.5,0,0,0,2.5,0,0,0,0,0,140
LSOA,E01003161,Lambeth 023E,G,0,0,20,2.5,0,0,0,0,0,2.5,0,0,0,20
LSOA,E01003161,Lambeth 023E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003162,Lambeth 022E,All,0,0,2.5,600,50,130,40,40,0,0,0,0,2.5,860
LSOA,E01003162,Lambeth 022E,A,0,0,0,2.5,0,10,0,0,0,0,0,0,0,20
LSOA,E01003162,Lambeth 022E,B,0,0,0,440,50,60,40,0,0,0,0,0,0,580
LSOA,E01003162,Lambeth 022E,C,0,0,0,150,2.5,60,0,40,0,0,0,0,2.5,240
LSOA,E01003162,Lambeth 022E,D,0,0,2.5,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01003162,Lambeth 022E,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003162,Lambeth 022E,F,0,0,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01003162,Lambeth 022E,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003162,Lambeth 022E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003163,Lambeth 023F,All,30,10,60,220,130,20,70,0,70,10,20,0,2.5,630
LSOA,E01003163,Lambeth 023F,A,0,0,0,0,10,0,0,0,0,0,0,0,0,10
LSOA,E01003163,Lambeth 023F,B,2.5,2.5,0,0,70,10,20,0,0,0,2.5,0,2.5,100
LSOA,E01003163,Lambeth 023F,C,10,2.5,0,2.5,50,10,20,0,30,10,0,0,0,110
LSOA,E01003163,Lambeth 023F,D,10,2.5,0,10,2.5,2.5,40,0,20,0,10,0,0,100
LSOA,E01003163,Lambeth 023F,E,2.5,0,30,160,2.5,2.5,0,0,30,0,10,0,0,220
LSOA,E01003163,Lambeth 023F,F,10,2.5,20,40,0,2.5,0,0,0,0,2.5,0,0,70
LSOA,E01003163,Lambeth 023F,G,2.5,0,10,10,0,0,0,0,0,0,0,0,0,20
LSOA,E01003163,Lambeth 023F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003164,Lambeth 025A,All,730,10,20,30,10,10,20,60,10,10,30,10,40,990
LSOA,E01003164,Lambeth 025A,A,30,0,0,10,0,0,0,0,0,0,0,0,2.5,40
LSOA,E01003164,Lambeth 025A,B,130,2.5,0,0,0,0,2.5,20,10,0,10,0,20,190
LSOA,E01003164,Lambeth 025A,C,310,10,10,10,0,2.5,10,40,10,10,10,10,20,430
LSOA,E01003164,Lambeth 025A,D,150,2.5,10,2.5,10,2.5,10,10,0,2.5,0,2.5,2.5,190
LSOA,E01003164,Lambeth 025A,E,80,0,10,10,0,2.5,0,2.5,0,2.5,0,2.5,0,100
LSOA,E01003164,Lambeth 025A,F,30,0,0,2.5,0,0,0,0,0,0,2.5,0,0,30
LSOA,E01003164,Lambeth 025A,G,10,0,0,10,2.5,0,0,0,0,0,2.5,0,0,20
LSOA,E01003164,Lambeth 025A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003165,Lambeth 025B,All,340,0,0,2.5,10,290,10,2.5,20,40,20,0,2.5,730
LSOA,E01003165,Lambeth 025B,A,2.5,0,0,0,0,10,0,0,0,0,0,0,0,10
LSOA,E01003165,Lambeth 025B,B,20,0,0,2.5,0,110,0,0,0,0,0,0,0,130
LSOA,E01003165,Lambeth 025B,C,150,0,0,2.5,0,100,10,2.5,10,40,10,0,2.5,320
LSOA,E01003165,Lambeth 025B,D,20,0,0,0,2.5,10,0,0,10,0,10,0,0,50
LSOA,E01003165,Lambeth 025B,E,40,0,0,0,0,60,0,0,2.5,0,10,0,2.5,110
LSOA,E01003165,Lambeth 025B,F,20,0,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01003165,Lambeth 025B,G,90,0,0,0,2.5,0,0,0,0,0,0,0,0,90
LSOA,E01003165,Lambeth 025B,H,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003166,Lambeth 028D,All,660,30,10,100,10,20,70,10,10,20,140,0,20,"1,090"
LSOA,E01003166,Lambeth 028D,A,30,10,0,0,0,0,0,0,0,0,0,0,2.5,40
LSOA,E01003166,Lambeth 028D,B,180,2.5,0,40,2.5,0,20,0,2.5,0,10,0,2.5,260
LSOA,E01003166,Lambeth 028D,C,240,2.5,0,40,0,10,2.5,0,10,10,100,0,10,420
LSOA,E01003166,Lambeth 028D,D,110,10,2.5,10,10,10,40,2.5,2.5,10,20,0,2.5,220
LSOA,E01003166,Lambeth 028D,E,30,0,10,10,0,2.5,2.5,10,0,2.5,0,0,2.5,60
LSOA,E01003166,Lambeth 028D,F,30,0,0,0,0,2.5,0,0,0,0,10,0,0,40
LSOA,E01003166,Lambeth 028D,G,50,2.5,0,0,2.5,2.5,0,0,0,2.5,2.5,0,2.5,60
LSOA,E01003166,Lambeth 028D,H,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003167,Lambeth 028E,All,410,40,40,100,30,60,10,10,10,10,20,10,10,730
LSOA,E01003167,Lambeth 028E,A,10,0,0,0,0,2.5,0,0,0,0,0,0,2.5,20
LSOA,E01003167,Lambeth 028E,B,10,2.5,0,2.5,0,10,0,0,10,0,0,0,0,40
LSOA,E01003167,Lambeth 028E,C,80,2.5,0,2.5,10,30,0,0,0,10,10,2.5,2.5,140
LSOA,E01003167,Lambeth 028E,D,100,10,2.5,2.5,20,20,10,2.5,2.5,0,10,2.5,2.5,150
LSOA,E01003167,Lambeth 028E,E,30,10,30,90,2.5,0,0,2.5,2.5,0,2.5,10,0,190
LSOA,E01003167,Lambeth 028E,F,80,10,10,0,0,0,2.5,0,0,0,0,0,0,90
LSOA,E01003167,Lambeth 028E,G,100,10,0,0,0,0,0,0,0,0,0,0,0,110
LSOA,E01003167,Lambeth 028E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003168,Lambeth 025C,All,270,30,0,0,0,0,10,320,0,0,20,0,10,650
LSOA,E01003168,Lambeth 025C,A,20,2.5,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01003168,Lambeth 025C,B,60,20,0,0,0,0,10,50,0,0,0,0,2.5,130
LSOA,E01003168,Lambeth 025C,C,40,10,0,0,0,0,0,100,0,0,2.5,0,10,160
LSOA,E01003168,Lambeth 025C,D,150,2.5,0,0,0,0,0,170,0,0,10,0,0,330
LSOA,E01003168,Lambeth 025C,E,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01003168,Lambeth 025C,F,10,0,0,0,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01003168,Lambeth 025C,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003168,Lambeth 025C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01003169,Lambeth 025D,All,730,20,10,20,10,40,10,80,20,20,80,0,20,"1,050"
LSOA,E01003169,Lambeth 025D,A,20,0,0,0,0,10,0,0,0,0,0,0,2.5,30
