GEOGRAPHY,ECODE,AREA_NAME,BAND,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LSOA,E01000706,Bromley 013D,C,2.5,80,0,20,10,50,2.5,0,30,0,0,0,0,200
LSOA,E01000706,Bromley 013D,D,2.5,100,40,20,40,0,2.5,0,0,0,10,2.5,0,230
LSOA,E01000706,Bromley 013D,E,2.5,10,2.5,50,50,0,0,2.5,0,0,0,2.5,0,120
LSOA,E01000706,Bromley 013D,F,0,10,0,2.5,0,2.5,0,0,2.5,0,0,0,0,10
LSOA,E01000706,Bromley 013D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000706,Bromley 013D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000707,Bromley 041A,All,80,320,30,100,10,2.5,0,0,2.5,0,0,0,2.5,540
LSOA,E01000707,Bromley 041A,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000707,Bromley 041A,B,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01000707,Bromley 041A,C,60,2.5,2.5,0,0,0,0,0,0,0,0,0,0,60
LSOA,E01000707,Bromley 041A,D,20,150,2.5,30,2.5,0,0,0,0,0,0,0,0,210
LSOA,E01000707,Bromley 041A,E,0,150,2.5,50,2.5,0,0,0,2.5,0,0,0,2.5,200
LSOA,E01000707,Bromley 041A,F,0,20,30,10,2.5,2.5,0,0,0,0,0,0,0,60
LSOA,E01000707,Bromley 041A,G,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01000707,Bromley 041A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000708,Bromley 041B,All,30,20,50,380,10,10,10,10,110,20,40,50,2.5,720
LSOA,E01000708,Bromley 041B,A,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,10
LSOA,E01000708,Bromley 041B,B,10,0,0,10,0,0,0,2.5,10,0,0,0,2.5,20
LSOA,E01000708,Bromley 041B,C,10,2.5,2.5,20,10,0,10,0,70,0,40,40,2.5,190
LSOA,E01000708,Bromley 041B,D,10,0,0,150,0,10,0,10,30,10,2.5,10,2.5,220
LSOA,E01000708,Bromley 041B,E,0,0,30,140,2.5,2.5,2.5,0,10,0,0,0,0,180
LSOA,E01000708,Bromley 041B,F,2.5,10,20,50,0,0,2.5,0,0,2.5,0,0,0,90
LSOA,E01000708,Bromley 041B,G,2.5,2.5,2.5,2.5,0,0,0,2.5,0,2.5,0,0,0,10
LSOA,E01000708,Bromley 041B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000709,Bromley 006A,All,30,60,2.5,20,0,110,240,140,130,20,60,0,2.5,820
LSOA,E01000709,Bromley 006A,A,0,0,0,0,0,0,0,2.5,0,0,10,0,0,10
LSOA,E01000709,Bromley 006A,B,0,2.5,0,0,0,2.5,10,30,2.5,0,50,0,0,100
LSOA,E01000709,Bromley 006A,C,0,10,0,2.5,0,40,130,80,60,10,0,0,2.5,320
LSOA,E01000709,Bromley 006A,D,20,10,0,10,0,30,90,30,50,10,2.5,0,2.5,250
LSOA,E01000709,Bromley 006A,E,10,40,0,2.5,0,10,2.5,2.5,20,10,10,0,2.5,90
LSOA,E01000709,Bromley 006A,F,2.5,2.5,0,0,0,30,10,0,10,0,0,0,2.5,50
LSOA,E01000709,Bromley 006A,G,2.5,2.5,2.5,2.5,0,0,2.5,2.5,0,0,0,0,0,10
LSOA,E01000709,Bromley 006A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000710,Bromley 006B,All,40,20,20,50,30,230,150,110,140,50,50,20,20,930
LSOA,E01000710,Bromley 006B,A,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000710,Bromley 006B,B,2.5,2.5,0,0,0,0,0,10,2.5,2.5,0,0,0,20
LSOA,E01000710,Bromley 006B,C,2.5,10,0,20,20,110,60,50,60,10,10,0,2.5,340
LSOA,E01000710,Bromley 006B,D,10,10,2.5,20,10,90,90,30,10,30,10,0,2.5,300
LSOA,E01000710,Bromley 006B,E,2.5,2.5,0,0,0,20,2.5,20,60,2.5,2.5,2.5,10,120
LSOA,E01000710,Bromley 006B,F,2.5,2.5,2.5,2.5,0,2.5,0,2.5,0,0,10,10,10,50
LSOA,E01000710,Bromley 006B,G,20,2.5,10,10,2.5,10,0,2.5,0,10,20,10,2.5,100
LSOA,E01000710,Bromley 006B,H,0,0,2.5,2.5,2.5,0,0,2.5,0,0,0,0,0,10
LSOA,E01000711,Bromley 006C,All,60,40,10,10,10,40,300,230,120,90,120,10,30,"1,070"
LSOA,E01000711,Bromley 006C,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000711,Bromley 006C,B,0,2.5,0,0,0,0,2.5,10,2.5,10,10,0,0,30
LSOA,E01000711,Bromley 006C,C,20,20,2.5,0,0,30,140,150,10,10,20,0,10,410
LSOA,E01000711,Bromley 006C,D,20,10,2.5,2.5,0,10,120,70,40,10,30,0,10,320
LSOA,E01000711,Bromley 006C,E,10,10,2.5,0,0,0,40,10,50,40,60,0,10,230
LSOA,E01000711,Bromley 006C,F,2.5,0,2.5,0,2.5,0,2.5,0,10,2.5,10,0,0,20
LSOA,E01000711,Bromley 006C,G,2.5,2.5,2.5,10,10,2.5,2.5,0,10,20,10,10,2.5,70
LSOA,E01000711,Bromley 006C,H,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000712,Bromley 012A,All,30,40,30,40,30,90,220,240,50,80,60,10,10,910
LSOA,E01000712,Bromley 012A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000712,Bromley 012A,B,2.5,2.5,0,0,0,0,10,0,2.5,0,0,0,0,10
LSOA,E01000712,Bromley 012A,C,10,20,0,2.5,2.5,2.5,80,60,0,0,0,0,2.5,180
LSOA,E01000712,Bromley 012A,D,10,10,0,20,20,70,50,130,2.5,20,0,0,2.5,330
LSOA,E01000712,Bromley 012A,E,10,2.5,0,2.5,0,10,70,30,20,30,20,2.5,2.5,190
LSOA,E01000712,Bromley 012A,F,2.5,0,0,0,0,2.5,10,2.5,10,10,30,10,0,70
LSOA,E01000712,Bromley 012A,G,2.5,0,30,2.5,2.5,2.5,10,10,10,20,10,2.5,2.5,100
LSOA,E01000712,Bromley 012A,H,10,2.5,10,10,0,0,2.5,2.5,10,2.5,0,0,2.5,40
LSOA,E01000713,Bromley 012B,All,10,10,10,90,20,100,180,260,100,40,90,30,2.5,930
LSOA,E01000713,Bromley 012B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000713,Bromley 012B,B,0,0,0,2.5,0,0,0,2.5,10,0,0,0,0,10
LSOA,E01000713,Bromley 012B,C,2.5,2.5,0,0,10,40,10,120,30,20,10,10,2.5,250
LSOA,E01000713,Bromley 012B,D,2.5,2.5,0,20,0,30,70,90,50,10,2.5,0,0,280
LSOA,E01000713,Bromley 012B,E,10,2.5,2.5,2.5,0,10,40,20,2.5,2.5,50,10,2.5,150
LSOA,E01000713,Bromley 012B,F,0,2.5,2.5,2.5,2.5,10,50,30,2.5,0,10,10,0,110
LSOA,E01000713,Bromley 012B,G,0,2.5,10,60,2.5,10,10,2.5,2.5,10,20,2.5,0,120
LSOA,E01000713,Bromley 012B,H,0,0,0,10,0,0,0,2.5,0,0,0,0,0,10
LSOA,E01000714,Bromley 006D,All,130,200,30,190,10,20,30,30,190,70,210,0,10,"1,120"
LSOA,E01000714,Bromley 006D,A,0,30,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01000714,Bromley 006D,B,30,60,2.5,20,10,0,2.5,0,10,0,2.5,0,2.5,140
LSOA,E01000714,Bromley 006D,C,70,50,2.5,2.5,2.5,0,20,0,30,2.5,70,0,2.5,260
LSOA,E01000714,Bromley 006D,D,30,40,20,2.5,0,10,10,10,70,30,70,0,2.5,300
LSOA,E01000714,Bromley 006D,E,0,10,2.5,160,0,0,2.5,20,70,20,40,0,2.5,320
LSOA,E01000714,Bromley 006D,F,2.5,10,10,10,0,10,2.5,0,0,10,20,0,0,60
LSOA,E01000714,Bromley 006D,G,2.5,0,2.5,2.5,0,0,0,0,2.5,0,10,0,0,10
LSOA,E01000714,Bromley 006D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000715,Bromley 012C,All,110,80,10,110,10,80,90,180,140,10,90,40,10,960
LSOA,E01000715,Bromley 012C,A,10,0,0,0,0,0,0,0,0,0,0,0,2.5,20
LSOA,E01000715,Bromley 012C,B,10,20,0,0,0,0,20,20,50,0,2.5,0,0,120
LSOA,E01000715,Bromley 012C,C,20,20,0,2.5,0,10,10,50,50,0,2.5,2.5,0,160
LSOA,E01000715,Bromley 012C,D,50,20,2.5,30,0,30,50,50,20,0,30,2.5,2.5,290
LSOA,E01000715,Bromley 012C,E,2.5,2.5,0,2.5,2.5,10,20,40,20,10,40,30,2.5,190
LSOA,E01000715,Bromley 012C,F,10,2.5,2.5,50,10,20,0,10,2.5,0,10,0,0,110
LSOA,E01000715,Bromley 012C,G,2.5,10,0,30,2.5,10,0,10,0,2.5,2.5,0,2.5,70
LSOA,E01000715,Bromley 012C,H,2.5,2.5,0,2.5,0,0,0,0,0,0,10,10,0,20
LSOA,E01000716,Bromley 011C,All,60,30,70,90,2.5,40,190,130,70,40,20,10,10,740
LSOA,E01000716,Bromley 011C,A,10,0,0,2.5,0,0,2.5,0,10,0,0,0,0,20
LSOA,E01000716,Bromley 011C,B,10,10,0,0,0,2.5,2.5,10,20,0,2.5,0,0,50
LSOA,E01000716,Bromley 011C,C,20,2.5,10,0,0,10,40,70,0,2.5,2.5,0,2.5,150
LSOA,E01000716,Bromley 011C,D,10,10,0,0,0,10,10,20,0,20,10,10,2.5,80
LSOA,E01000716,Bromley 011C,E,2.5,2.5,0,0,0,10,30,20,20,20,2.5,2.5,2.5,100
LSOA,E01000716,Bromley 011C,F,0,2.5,10,10,0,10,80,2.5,0,2.5,0,0,0,110
LSOA,E01000716,Bromley 011C,G,10,10,50,80,2.5,2.5,40,10,30,0,2.5,0,2.5,230
LSOA,E01000716,Bromley 011C,H,2.5,2.5,2.5,0,0,2.5,0,0,0,0,2.5,0,2.5,10
LSOA,E01000717,Bromley 011D,All,30,130,0,50,2.5,190,240,100,100,0,60,20,2.5,930
LSOA,E01000717,Bromley 011D,A,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01000717,Bromley 011D,B,2.5,10,0,0,0,2.5,2.5,2.5,0,0,0,0,0,10
LSOA,E01000717,Bromley 011D,C,10,70,0,0,0,90,180,60,20,0,2.5,2.5,2.5,430
LSOA,E01000717,Bromley 011D,D,10,20,0,0,0,60,40,20,50,0,40,0,2.5,230
LSOA,E01000717,Bromley 011D,E,2.5,20,0,2.5,0,2.5,2.5,10,20,0,10,20,0,90
LSOA,E01000717,Bromley 011D,F,2.5,2.5,0,10,2.5,10,10,2.5,10,0,10,0,0,50
LSOA,E01000717,Bromley 011D,G,10,10,0,50,2.5,30,2.5,10,10,0,2.5,0,0,110
LSOA,E01000717,Bromley 011D,H,0,2.5,0,0,0,0,0,2.5,0,0,0,0,2.5,2.5
LSOA,E01000718,Bromley 006E,All,2.5,10,20,120,10,20,300,330,0,90,100,0,2.5,"1,000"
LSOA,E01000718,Bromley 006E,A,0,0,0,2.5,0,0,50,40,0,0,0,0,0,100
LSOA,E01000718,Bromley 006E,B,0,0,20,0,0,0,50,40,0,0,0,0,2.5,110
LSOA,E01000718,Bromley 006E,C,2.5,2.5,2.5,0,10,10,110,140,0,30,0,0,0,300
LSOA,E01000718,Bromley 006E,D,0,0,0,2.5,2.5,10,50,100,0,30,10,0,2.5,200
LSOA,E01000718,Bromley 006E,E,0,10,2.5,40,0,0,40,20,0,20,40,0,2.5,170
LSOA,E01000718,Bromley 006E,F,2.5,0,0,60,0,0,2.5,0,0,0,30,0,0,90
LSOA,E01000718,Bromley 006E,G,0,0,0,20,0,0,0,0,0,0,10,0,0,30
LSOA,E01000718,Bromley 006E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000719,Bromley 019A,All,150,20,2.5,110,50,70,70,40,200,30,80,50,20,910
LSOA,E01000719,Bromley 019A,A,2.5,0,0,0,0,0,0,0,40,0,0,0,0,40
LSOA,E01000719,Bromley 019A,B,10,10,0,0,10,2.5,10,2.5,20,0,20,2.5,2.5,100
LSOA,E01000719,Bromley 019A,C,120,10,0,50,30,10,60,10,140,10,40,50,10,540
LSOA,E01000719,Bromley 019A,D,10,2.5,0,60,2.5,50,2.5,30,10,20,10,2.5,2.5,190
LSOA,E01000719,Bromley 019A,E,2.5,0,2.5,2.5,2.5,10,2.5,2.5,0,0,2.5,10,2.5,30
LSOA,E01000719,Bromley 019A,F,0,0,0,2.5,2.5,2.5,0,0,2.5,0,2.5,0,0,10
LSOA,E01000719,Bromley 019A,G,2.5,0,2.5,0,0,0,0,0,0,0,0,2.5,0,2.5
LSOA,E01000719,Bromley 019A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000720,Bromley 019B,All,30,20,30,40,90,110,40,2.5,180,100,40,2.5,70,740
LSOA,E01000720,Bromley 019B,A,0,0,0,0,0,10,0,0,0,0,10,2.5,60,80
LSOA,E01000720,Bromley 019B,B,0,0,0,0,0,30,0,0,20,0,0,0,0,60
LSOA,E01000720,Bromley 019B,C,0,2.5,0,0,2.5,10,10,2.5,150,50,0,0,2.5,230
LSOA,E01000720,Bromley 019B,D,10,10,10,40,70,50,30,0,10,40,30,0,2.5,300
LSOA,E01000720,Bromley 019B,E,10,0,10,2.5,10,0,0,0,0,0,2.5,0,2.5,30
LSOA,E01000720,Bromley 019B,F,2.5,2.5,2.5,2.5,2.5,10,0,0,2.5,2.5,0,0,2.5,20
LSOA,E01000720,Bromley 019B,G,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,0,0,0,20
LSOA,E01000720,Bromley 019B,H,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01000721,Bromley 019C,All,0,0,10,0,120,40,70,160,30,90,0,70,20,610
LSOA,E01000721,Bromley 019C,A,0,0,10,0,0,0,0,0,0,2.5,0,0,2.5,10
LSOA,E01000721,Bromley 019C,B,0,0,0,0,0,30,2.5,10,10,30,0,20,2.5,100
LSOA,E01000721,Bromley 019C,C,0,0,0,0,2.5,10,40,80,20,40,0,50,10,250
LSOA,E01000721,Bromley 019C,D,0,0,0,0,120,0,30,70,2.5,10,0,2.5,10,250
LSOA,E01000721,Bromley 019C,E,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01000721,Bromley 019C,F,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01000721,Bromley 019C,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000721,Bromley 019C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000722,Bromley 023A,All,30,40,2.5,390,120,40,2.5,20,0,40,30,0,10,730
LSOA,E01000722,Bromley 023A,A,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01000722,Bromley 023A,B,10,2.5,2.5,2.5,30,30,0,10,0,0,0,0,2.5,80
LSOA,E01000722,Bromley 023A,C,10,40,2.5,50,30,10,0,10,0,0,0,0,2.5,170
LSOA,E01000722,Bromley 023A,D,2.5,2.5,0,270,50,2.5,0,2.5,0,40,30,0,2.5,390
LSOA,E01000722,Bromley 023A,E,0,0,0,60,2.5,0,2.5,0,0,0,2.5,0,2.5,70
LSOA,E01000722,Bromley 023A,F,2.5,0,0,10,2.5,0,0,2.5,0,0,2.5,0,0,10
LSOA,E01000722,Bromley 023A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000722,Bromley 023A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000723,Bromley 029A,All,2.5,0,20,230,60,110,150,10,0,0,0,2.5,2.5,570
LSOA,E01000723,Bromley 029A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000723,Bromley 029A,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000723,Bromley 029A,C,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000723,Bromley 029A,D,2.5,0,10,160,50,20,90,2.5,0,0,0,0,0,340
LSOA,E01000723,Bromley 029A,E,0,0,2.5,60,10,80,50,2.5,0,0,0,0,2.5,210
LSOA,E01000723,Bromley 029A,F,0,0,2.5,10,2.5,2.5,2.5,0,0,0,0,0,0,10
LSOA,E01000723,Bromley 029A,G,2.5,0,0,0,0,0,0,0,0,0,0,2.5,2.5,10
LSOA,E01000723,Bromley 029A,H,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000724,Bromley 019D,All,0,0,0,10,370,150,130,2.5,10,2.5,20,2.5,2.5,690
LSOA,E01000724,Bromley 019D,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000724,Bromley 019D,B,0,0,0,0,30,60,40,0,0,0,0,0,0,130
LSOA,E01000724,Bromley 019D,C,0,0,0,0,20,80,60,2.5,10,0,0,0,0,170
LSOA,E01000724,Bromley 019D,D,0,0,0,10,320,10,30,2.5,0,2.5,20,2.5,0,390
LSOA,E01000724,Bromley 019D,E,0,0,0,10,2.5,0,0,0,0,0,2.5,2.5,2.5,10
LSOA,E01000724,Bromley 019D,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000724,Bromley 019D,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000724,Bromley 019D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000725,Bromley 023B,All,210,30,2.5,120,0,10,60,260,30,30,20,0,10,760
LSOA,E01000725,Bromley 023B,A,2.5,0,0,0,0,0,0,2.5,0,0,0,0,2.5,2.5
LSOA,E01000725,Bromley 023B,B,10,10,0,0,0,0,0,40,0,2.5,0,0,2.5,60
LSOA,E01000725,Bromley 023B,C,160,20,0,10,0,10,20,120,20,10,2.5,0,2.5,370
LSOA,E01000725,Bromley 023B,D,40,10,2.5,110,0,10,40,100,10,10,10,0,2.5,320
LSOA,E01000725,Bromley 023B,E,2.5,2.5,0,2.5,0,0,2.5,0,0,0,2.5,0,0,10
LSOA,E01000725,Bromley 023B,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000725,Bromley 023B,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000725,Bromley 023B,H,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01000726,Bromley 029B,All,40,20,10,230,10,20,70,140,60,2.5,2.5,0,2.5,600
LSOA,E01000726,Bromley 029B,A,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000726,Bromley 029B,B,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000726,Bromley 029B,C,2.5,2.5,0,2.5,0,10,0,40,30,0,0,0,2.5,90
LSOA,E01000726,Bromley 029B,D,2.5,2.5,10,210,2.5,2.5,30,90,20,0,2.5,0,0,370
LSOA,E01000726,Bromley 029B,E,20,10,0,20,10,2.5,40,2.5,10,0,2.5,0,0,110
LSOA,E01000726,Bromley 029B,F,10,10,2.5,0,2.5,2.5,2.5,2.5,10,2.5,0,0,0,30
LSOA,E01000726,Bromley 029B,G,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000726,Bromley 029B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000727,Bromley 028A,All,40,90,50,240,20,70,20,100,30,10,60,10,2.5,740
LSOA,E01000727,Bromley 028A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000727,Bromley 028A,B,2.5,0,0,2.5,0,0,0,10,0,0,2.5,2.5,0,20
LSOA,E01000727,Bromley 028A,C,30,60,10,20,0,2.5,0,30,30,10,50,2.5,2.5,240
LSOA,E01000727,Bromley 028A,D,2.5,30,30,170,0,10,10,40,0,2.5,0,2.5,2.5,290
LSOA,E01000727,Bromley 028A,E,2.5,0,10,40,20,40,2.5,10,2.5,2.5,2.5,0,2.5,120
LSOA,E01000727,Bromley 028A,F,0,0,10,10,2.5,20,10,10,2.5,0,0,0,0,60
LSOA,E01000727,Bromley 028A,G,2.5,2.5,2.5,0,2.5,2.5,0,0,0,0,2.5,0,0,10
LSOA,E01000727,Bromley 028A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000728,Bromley 019E,All,50,20,30,250,30,180,20,80,20,2.5,10,50,2.5,720
LSOA,E01000728,Bromley 019E,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000728,Bromley 019E,B,0,2.5,10,0,10,0,0,30,0,0,0,2.5,0,40
LSOA,E01000728,Bromley 019E,C,30,10,2.5,110,10,10,10,20,0,0,0,10,0,200
LSOA,E01000728,Bromley 019E,D,2.5,10,10,120,20,160,10,20,20,0,0,40,0,410
LSOA,E01000728,Bromley 019E,E,10,0,2.5,10,0,10,2.5,2.5,10,0,2.5,0,0,40
LSOA,E01000728,Bromley 019E,F,2.5,0,2.5,2.5,0,2.5,2.5,0,0,0,2.5,0,2.5,10
LSOA,E01000728,Bromley 019E,G,10,2.5,0,0,0,0,2.5,0,0,2.5,2.5,0,2.5,10
LSOA,E01000728,Bromley 019E,H,2.5,0,2.5,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01000729,Bromley 014A,All,0,0,0,2.5,660,0,80,10,10,2.5,90,0,2.5,840
LSOA,E01000729,Bromley 014A,A,0,0,0,0,40,0,0,0,0,0,0,0,0,40
LSOA,E01000729,Bromley 014A,B,0,0,0,0,260,0,20,0,0,0,10,0,0,290
LSOA,E01000729,Bromley 014A,C,0,0,0,0,150,0,50,0,10,0,60,0,2.5,260
LSOA,E01000729,Bromley 014A,D,0,0,0,0,200,0,10,10,0,2.5,20,0,0,240
LSOA,E01000729,Bromley 014A,E,0,0,0,2.5,10,0,2.5,0,0,0,0,0,0,10
LSOA,E01000729,Bromley 014A,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000729,Bromley 014A,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000729,Bromley 014A,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000730,Bromley 014B,All,2.5,0,30,50,410,30,0,10,120,2.5,10,20,2.5,690
LSOA,E01000730,Bromley 014B,A,0,0,0,0,70,0,0,0,0,0,0,0,0,70
LSOA,E01000730,Bromley 014B,B,2.5,0,0,0,70,0,0,0,10,0,0,0,0,90
LSOA,E01000730,Bromley 014B,C,2.5,0,30,50,120,2.5,0,10,70,0,0,10,2.5,280
LSOA,E01000730,Bromley 014B,D,2.5,0,2.5,2.5,150,30,0,0,40,2.5,10,10,2.5,250
LSOA,E01000730,Bromley 014B,E,0,0,2.5,0,10,0,0,0,0,0,0,0,2.5,10
LSOA,E01000730,Bromley 014B,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000730,Bromley 014B,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000730,Bromley 014B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000731,Bromley 023C,All,2.5,0,0,0,450,50,0,10,0,0,0,2.5,2.5,520
LSOA,E01000731,Bromley 023C,A,0,0,0,0,10,0,0,0,0,0,0,0,0,10
LSOA,E01000731,Bromley 023C,B,0,0,0,0,20,0,0,0,0,0,0,0,0,20
LSOA,E01000731,Bromley 023C,C,0,0,0,0,130,10,0,0,0,0,0,0,0,140
LSOA,E01000731,Bromley 023C,D,0,0,0,0,240,40,0,10,0,0,0,0,0,290
LSOA,E01000731,Bromley 023C,E,0,0,0,0,50,2.5,0,0,0,0,0,2.5,2.5,50
LSOA,E01000731,Bromley 023C,F,0,0,0,0,2.5,2.5,0,0,0,0,0,0,2.5,2.5
LSOA,E01000731,Bromley 023C,G,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000731,Bromley 023C,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000732,Bromley 023D,All,0,0,10,230,320,10,20,2.5,2.5,0,2.5,0,2.5,590
LSOA,E01000732,Bromley 023D,A,0,0,0,0,20,0,0,0,0,0,0,0,0,20
LSOA,E01000732,Bromley 023D,B,0,0,0,0,30,0,0,0,0,0,0,0,0,30
LSOA,E01000732,Bromley 023D,C,0,0,0,2.5,70,0,0,0,0,0,0,0,0,80
LSOA,E01000732,Bromley 023D,D,0,0,2.5,10,170,0,10,0,2.5,0,0,0,2.5,190
LSOA,E01000732,Bromley 023D,E,0,0,2.5,40,20,0,0,0,0,0,2.5,0,0,60
LSOA,E01000732,Bromley 023D,F,0,0,0,90,10,2.5,2.5,2.5,0,0,0,0,0,110
LSOA,E01000732,Bromley 023D,G,0,0,2.5,90,10,10,10,0,0,0,0,0,0,110
LSOA,E01000732,Bromley 023D,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000733,Bromley 023E,All,0,0,10,320,260,30,0,0,2.5,2.5,40,2.5,2.5,650
LSOA,E01000733,Bromley 023E,A,0,0,0,0,10,0,0,0,0,0,0,0,0,10
LSOA,E01000733,Bromley 023E,B,0,0,0,0,30,0,0,0,0,0,2.5,0,2.5,30
LSOA,E01000733,Bromley 023E,C,0,0,0,2.5,100,2.5,0,0,0,2.5,30,0,0,130
LSOA,E01000733,Bromley 023E,D,0,0,2.5,240,130,20,0,0,0,0,0,2.5,0,390
LSOA,E01000733,Bromley 023E,E,0,0,2.5,70,2.5,0,0,0,2.5,0,0,0,2.5,70
LSOA,E01000733,Bromley 023E,F,0,0,0,10,0,2.5,0,0,0,0,0,0,0,10
LSOA,E01000733,Bromley 023E,G,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01000733,Bromley 023E,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000734,Bromley 028B,All,0,2.5,20,230,230,30,10,10,0,10,0,0,0,520
LSOA,E01000734,Bromley 028B,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000734,Bromley 028B,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000734,Bromley 028B,C,0,0,0,130,20,0,0,0,0,0,0,0,0,150
LSOA,E01000734,Bromley 028B,D,0,0,0,10,190,0,0,0,0,10,0,0,0,210
LSOA,E01000734,Bromley 028B,E,0,2.5,0,2.5,2.5,20,0,0,0,0,0,0,0,30
LSOA,E01000734,Bromley 028B,F,0,0,2.5,10,10,10,0,2.5,0,0,0,0,0,30
LSOA,E01000734,Bromley 028B,G,0,0,20,90,2.5,2.5,10,2.5,0,0,0,0,0,120
LSOA,E01000734,Bromley 028B,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000735,Bromley 014C,All,0,0,2.5,50,450,20,2.5,0,30,0,10,2.5,2.5,570
LSOA,E01000735,Bromley 014C,A,0,0,0,0,50,0,0,0,0,0,0,0,2.5,50
LSOA,E01000735,Bromley 014C,B,0,0,0,0,50,0,0,0,2.5,0,0,0,0,50
LSOA,E01000735,Bromley 014C,C,0,0,0,0,50,0,0,0,30,0,0,0,0,80
