"","MSOA11CD","pd_norm","pdiv_norm","Ppla_norm","Pp_norm","r_norm","mixed","ba_norm","log_mix","log_r","log_pop","log_bamean"
"538","E02000558",0.128288541983475,0.437771399259723,0.742529676627098,0.466952914643076,0.630107257375567,0.283029970621599,0.533047085356924,-1.26220248368972,-0.461865224284924,-0.297692440582658,-0.629145518461171
"539","E02000559",0.0917457530231056,0.351649067530124,0.611133851821531,0.231695782695812,0.351666155809982,0.221697410276615,0.768304217304188,-1.50644184363417,-1.04507297441417,-0.49243927371855,-0.263569507986312
"540","E02000560",0.175290324182754,0.508745427039184,0.563651248465002,0.250531688407658,0.527350938654568,0.342017875610969,0.749468311592342,-1.07289227541712,-0.639889034315013,-0.573319572529086,-0.288391241729758
"541","E02000561",0.0409275065390535,0.207063360192352,0.505116659844454,0.177744731244116,0.372644227098327,0.123995433365703,0.822255268755884,-2.0875105417512,-0.987131129258859,-0.682965866792407,-0.195704386203632
"542","E02000562",0.0618220267740453,0.281362658193111,0.489152681129759,0.28511644997326,0.396100880468492,0.171592342483578,0.71488355002674,-1.76263371714554,-0.926086351512777,-0.715080606892129,-0.335635616647884
"543","E02000563",0.0571010675628637,0.22404219735236,0.587392550143267,0.363392858247828,0.480123802497653,0.140571632457612,0.636607141752172,-1.96203808057641,-0.733711286466218,-0.532061943064019,-0.451602545610563
"544","E02000564",0.0839466768827442,0.299577637822471,0.51985264019648,0.432585074122245,0.453156473000029,0.191762157352608,0.567414925877755,-1.65149943864495,-0.791517798130033,-0.654209891805103,-0.566664451211827
"545","E02000565",0.0894204501004325,0.36740840513526,0.641833810888252,0.288153231542967,0.462346826295317,0.228414427617846,0.711846768457034,-1.47659363499108,-0.771439963272485,-0.443425870347387,-0.339892603573013
"546","E02000566",0.117878953322259,0.38428197415142,0.465411379451494,0.204889767319479,0.488090897466444,0.25108046373684,0.795110232680521,-1.38198181856606,-0.717253625174127,-0.764833577507204,-0.229274516480088
"547","E02000567",0.0723090304782787,0.291315110644246,0.626279164961113,0.320206845753695,0.515128625771633,0.181812070561262,0.679793154246305,-1.70478170471638,-0.663338650723062,-0.467959056871259,-0.38596671201751
"548","E02000568",0.118234765038351,0.349571627239363,0.424478100695866,0.649924538396731,0.456889468331572,0.233903196138857,0.350075461603269,-1.45284794093275,-0.783313780948715,-0.856894863028213,-1.04960654315724
"549","E02000569",0.0986138336352259,0.322060535389233,0.573884568153909,0.377090526388324,0.721969747220665,0.210337184512229,0.622909473611676,-1.55904339539284,-0.325772042323617,-0.555327003663205,-0.473354077957172
"550","E02000570",0.0954430885817732,0.355616489969743,0.574703233729022,0.169775963558568,0.488686131817521,0.225529789275758,0.830224036441432,-1.48930302554583,-0.716034852809684,-0.553901486671984,-0.186059691190855
"551","E02000571",0.099481186819722,0.396395012943449,0.648383135489153,0.435855873345847,0.786779195750787,0.247938099881585,0.564144126654153,-1.3945761612234,-0.239807634414699,-0.433273498883369,-0.572445516416774
"552","E02000572",0.0993169701999776,0.430993057187629,0.753172329103561,0.440649026469879,0.619985216531815,0.265155013693803,0.559350973530121,-1.32744066668166,-0.478059645530804,-0.283461220654709,-0.580978143223884
"553","E02000573",0.261297851332181,0.528951313135477,0.477691363078183,0.215544147703188,0.503516741598481,0.395124582233829,0.784455852296811,-0.928554165748201,-0.686138316932449,-0.738790438971184,-0.242764983348808
"554","E02000574",0.199073845092695,0.513159653772353,0.560376586164552,0.317220358051765,0.549731647090633,0.356116749432524,0.682779641948235,-1.03249665404908,-0.598325034205242,-0.579146245969291,-0.381583104047886
"555","E02000575",0.412312541590732,0.500617555501326,0.511665984445354,0.580829667850693,0.647307593580534,0.456465048546029,0.419170332149307,-0.784243145851934,-0.434933682338452,-0.670083240961393,-0.869477921024392
"556","E02000576",0.409775973155482,0.65510473925085,0.496520671305772,0.613360235392406,0.584936159739645,0.532440356203166,0.386639764607594,-0.630284394802029,-0.536252566355425,-0.70013016231369,-0.950261860260944
"557","E02000577",0.108035362841372,0.360494507807099,0.326238231682358,0.663584755932148,0.509611611302208,0.234264935324236,0.336415244067852,-1.4513026018417,-0.674106389853839,-1.12012739246753,-1.08940903660728
"558","E02000578",0.0702524274905367,0.326213648800318,0.450266066311912,0.46331700339759,0.364422787006153,0.198233038145427,0.53668299660241,-1.61831198003199,-1.00944058260371,-0.797916612471278,-0.622347681682979
"559","E02000579",0.0796737292650029,0.325015520545835,0.565697912402783,0.177869624646312,0.680885705280874,0.202344624905419,0.822130375353688,-1.59778297136658,-0.384360820573372,-0.569695066930125,-0.195856289016556
"560","E02000580",0.246181101389573,0.64869794196048,0.882521489971347,0.155261641142421,0.786736730967888,0.447439521675026,0.844738358857579,-0.804213897495332,-0.239861608806935,-0.124972139228853,-0.168728334059691
"561","E02000581",0.0845043242636047,0.422850625850409,0.680720425706099,0.491404685924267,0.710063993663158,0.253677475057007,0.508595314075733,-1.37169160206156,-0.342400181088473,-0.384603592064813,-0.676102639414986
"562","E02000582",0.18582936172015,0.549167066236314,0.630781825624233,0.0713488666994993,0.442491070610784,0.367498213978232,0.928651133300501,-1.00103682026423,-0.815334994148417,-0.460795235937625,-0.074022139975331
"563","E02000583",0.109428300827197,0.365161731671342,0.507572656569791,0.102867154418652,0.616426841491836,0.23729501624927,0.897132845581348,-1.43845111766037,-0.483815630910222,-0.678115412658658,-0.10855132802132
"564","E02000584",0.145211859019118,0.337577155015607,0.355300859598854,0.107648486356212,0.403981933198436,0.241394507017363,0.892351513643788,-1.42132272526955,-0.906385121826798,-1.03479035659739,-0.113895150437042
"565","E02000585",0.0419379013021475,0.178437524460067,0.366352844862874,0.125369124026232,0.334649472765501,0.110187712881107,0.874630875973768,-2.20556988683629,-1.09467164491708,-1.00415835298289,-0.13395333766079
"566","E02000586",0.176697293529218,0.523162861330132,0.593532541956611,0.0158635316571093,0.46249503805531,0.349930077429675,0.984136468342891,-1.05002192322947,-0.771119450616267,-0.52166323584312,-0.0159907042057476
"567","E02000587",0.155910321763377,0.525582861071604,0.577568563241916,0.114770699860211,0.469389188196217,0.34074659141749,0.885229300139789,-1.07661621163237,-0.756323029072458,-0.548928119404926,-0.121908571330681
"568","E02000588",0.268862641309216,0.401166366256494,0.423659435120753,0.0425397901832597,0.590243903943901,0.335014503782855,0.95746020981674,-1.09358145322007,-0.527219430992083,-0.858825365558271,-0.0434711151179883
"569","E02000589",0.197212135785985,0.661622989524677,0.920180106426525,0.143326303558574,0.620230372529425,0.429417562655331,0.856673696441426,-0.845325493918964,-0.477664301361669,-0.0831858602441587,-0.154698183831896
"570","E02000590",0.250164529606552,0.623484735705058,0.611543184609087,0.153346902201538,0.640962689206262,0.436824632655805,0.846653097798462,-0.828223462698716,-0.444784030922087,-0.491769705564978,-0.166464233988375
"571","E02000591",0.109718225527525,0.51436114410636,0.756037658616455,0.210877328301265,0.497333561417599,0.312039684816942,0.789122671698735,-1.16462490433515,-0.69849432827217,-0.2796640910585,-0.236833492783433
"572","E02000592",0.157835677196092,0.444397939334453,0.476054031927957,0.0629835563694859,0.615965770085867,0.301116808265272,0.937016443630514,-1.20025702218543,-0.484563885035001,-0.742223918739076,-0.0650544476655619
"573","E02000593",0.101532961612414,0.38189637883861,0.614408514121981,0.0745115515470443,0.44234398769236,0.241714670225512,0.925488448452956,-1.41999729710506,-0.81566744688839,-0.487095239624279,-0.0774336284587358
"574","E02000594",0.115327388495474,0.348660161554171,0.371674171101105,0.184221938754749,0.484678932294475,0.231993775024823,0.815778061245251,-1.46104473946536,-0.724268602529398,-0.989737692656447,-0.203612944780398
"575","E02000595",0.159363473002183,0.426556714215856,0.460499386000819,0.188037361678036,0.578948874505374,0.292960093609019,0.811962638321964,-1.22771887852766,-0.54654110495308,-0.77544375661922,-0.208300951797803
"576","E02000596",0.101542699012991,0.39019899015402,0.569791240278346,0.128615044242448,0.587174037169831,0.245870844583505,0.871384955757552,-1.40294890294037,-0.532434017288362,-0.562485230363376,-0.137671429898651
"577","E02000597",0.178021569993433,0.68246501970958,0.726975030699959,0.49434852375472,0.75367797885387,0.430243294851507,0.50565147624528,-0.84340442831987,-0.282790085948603,-0.318863147705625,-0.681907629138013
