"","MSOA11CD","mixed","ba_norm","r_norm","Ppla_norm","index","o_flow","d_flow","sumod","logsumod","cluster","MSOA11NM","POPDEN","area","flowden"
"253","E02000259",0.0800096131662472,0.632549094089947,0.226249711843993,0.189111747851003,1.12792016695119,167,1053,1220,7.1066061377273,4,"Ealing 022",49.1,1273169.93131443,1.95160519409318e-05
"254","E02000260",0.170071631357251,0.695671695665979,0.366583930675694,0.316414244781007,1.54874150247993,856,1508,2364,7.76811037852599,4,"Ealing 023",80.2,1086329.4158417,2.7133859027553e-05
"255","E02000261",0.108949542573932,0.549775384736964,0.330319520754548,0.325828898894801,1.31487334696025,219,2220,2439,7.79934339821592,4,"Ealing 024",82.5,1300177.19996303,2.27381593558762e-05
"256","E02000262",0.261720855137436,0.753069616320133,0.421071794521245,0.504707327056897,1.94056959303571,758,1916,2674,7.89133075766189,4,"Ealing 025",126.2,714394.391777122,2.96595127065646e-05
"257","E02000263",0.0867087822305553,0.674094259581061,0.190993985897674,0.373720835038887,1.32551786274818,350,2059,2409,7.78696700261487,4,"Ealing 026",94.2,1237062.26050411,2.06725637214266e-05
"258","E02000264",0.0810258040389172,0.765040620227705,0.225794450609952,0.218993041342612,1.29085391621919,397,1479,1876,7.53689712956617,4,"Ealing 027",56.4,1424941.30481852,2.33430045399336e-05
"259","E02000265",0.17483023884652,0.74002871681927,0.458048130197004,0.437167417110111,1.8100745029729,1029,2343,3372,8.12326131912175,4,"Ealing 028",109.7,1012957.80413349,3.03451706156548e-05
"260","E02000266",0.0381563607720719,0.283118010109231,0.19694562022946,0.118706508391322,0.636926499502085,4574,1798,6372,8.75966867102994,2,"Ealing 029",31.9,3879068.82907704,5.1494114980287e-05
"261","E02000267",0.214045891043474,0.792313372950345,0.328431574195324,0.364306180925092,1.69909701911424,303,1359,1662,7.41577697541539,4,"Ealing 030",91.9,755880.01945174,2.39255892451027e-05
"262","E02000268",0.0936502344652246,0.74161803973876,0.342759803941159,0.277118297175604,1.45514637532075,511,1757,2268,7.72665366484764,4,"Ealing 031",70.6,1330073.19074371,2.41525399623978e-05
"263","E02000269",0.178352001230806,0.831745641251218,0.461067777963624,0.361850184199754,1.8330156046454,695,1664,2359,7.76599307940768,4,"Ealing 032",91.3,886280.357586337,2.91531870491661e-05
"264","E02000270",0.19321018203743,0.608529578698662,0.305068767159885,0.401555464592714,1.50836399248869,992,1267,2259,7.722677516468,4,"Ealing 033",101,797541.133618047,2.8044116711822e-05
"265","E02000271",0.191286179255331,0.911229260689084,0.428176423209147,0.358575521899304,1.88926738505287,601,1397,1998,7.5999019592085,4,"Ealing 034",90.5,749050.545062502,2.94737761180805e-05
"266","E02000272",0.102009852186938,0.677012354402535,0.310736587111898,0.218583708555055,1.30834250225643,245,1138,1383,7.23201033166476,4,"Ealing 035",56.3,1199695.35491629,2.04758909505117e-05
"267","E02000274",0.129740417301649,0.755931274082359,0.250421776383349,0.351207531723291,1.48730099949065,921,2214,3135,8.05038445306702,4,"Ealing 037",88.7,1433011.25829003,2.4664046070038e-05
"268","E02000275",0.102732256620025,0.569917198212232,0.300045694477229,0.236185018419975,1.20888016772946,233,1057,1290,7.16239749735572,4,"Ealing 038",60.6,1172103.43858566,1.81614762077294e-05
"269","E02000276",0.124428014836336,0.758460221889915,0.33306610296281,0.315186246418338,1.5311405861074,161,1127,1288,7.1608459066643,4,"Ealing 039",79.9,837214.601526469,1.92545019620337e-05
"270","E02000277",0.0747446031420845,0.59014752725173,0.320116666302627,0.264838313548915,1.24984711024536,72,902,974,6.88141130364254,4,"Enfield 001",67.6,1052337.59118492,1.36916937533754e-05
"271","E02000278",0.0820256997952411,0.436812112926417,0.405734162460586,0.26320098239869,1.18777295758093,131,1135,1266,7.14361760270412,4,"Enfield 002",67.2,1312430.61373513,1.43545003576758e-05
"272","E02000279",0.0495589881542939,0.242472341260873,0.284086258980367,0.165370446172738,0.741488034568272,676,1877,2553,7.84502441724148,4,"Enfield 003",43.3,2623256.43733214,2.24761629061269e-05
"273","E02000280",0.00445560915235462,0.580283473988468,0.0310169800644674,0.0106426524764634,0.626398715681754,604,1092,1696,7.43602781635185,4,"Enfield 004",5.5,15561696.2241352,1.98155542893444e-05
"274","E02000281",0.0564598761755973,0.501230530983915,0.346884601161738,0.178878428162096,1.08345343648335,316,1240,1556,7.34987370473834,4,"Enfield 005",46.6,1888744.76062333,1.76787031450954e-05
"275","E02000282",0.105163717749503,0.541978222543661,0.360088164600848,0.283667621776504,1.29089772667052,191,1216,1407,7.24921505711439,4,"Enfield 006",72.2,1267190.32020005,1.53785381054381e-05
"276","E02000283",0.0519707944165397,0.678910544294173,0.312802723342691,0.290626279164961,1.33431034121836,202,1143,1345,7.20414929203594,4,"Enfield 007",73.9,1142089.95233892,1.59359344670897e-05
"277","E02000284",0.134656497753631,0.580849488946921,0.37013799207546,0.249693000409333,1.33533697918534,879,1161,2040,7.62070508683826,4,"Enfield 008",63.9,1285189.82513899,2.48405970889595e-05
"278","E02000285",0.0786266515185309,0.580144347158738,0.273124398521225,0.262382316823578,1.19427771402207,794,905,1699,7.43779512167193,4,"Enfield 009",67,990010.263332112,2.56140869387302e-05
"279","E02000286",0.0502081354100268,0.429903428349124,0.158971013307047,0.151043798608269,0.790126375674466,2180,1298,3478,8.15421269491423,4,"Enfield 010",39.8,2054449.90384433,4.25354419739545e-05
"280","E02000287",0.0111865226241765,0.431919510901773,0.0763166429876598,0.0196479738027016,0.539070650316311,699,596,1295,7.16626597413364,4,"Enfield 011",7.7,8876801.46635849,1.89462182768419e-05
"281","E02000288",0.092818714203362,0.596629318070371,0.372927724464183,0.191158411788784,1.2535341685267,2786,1421,4207,8.34450508359052,4,"Enfield 012",49.6,2114123.84193297,4.01199526275368e-05
"282","E02000289",0.00977818116394781,0.544403339305573,0.0739564585864785,0.0671305771592305,0.69526855621523,62,762,824,6.71417052990947,4,"Enfield 013",19.3,3398309.89145701,1.25633923573196e-05
"283","E02000290",0.033423800061525,0.530320130237583,0.164636099972118,0.0487106017191977,0.777090631990423,2072,809,2881,7.96589273508453,4,"Enfield 014",14.8,4877652.2082818,3.9908987736281e-05
"284","E02000291",0.163227274556835,0.496372574871999,0.404545224787063,0.303724928366762,1.36787000258266,1872,1345,3217,8.07620452723903,4,"Enfield 015",77.1,1165473.11741158,3.58009393799572e-05
"285","E02000292",0.07474957571692,0.829940860376184,0.361289998140022,0.195661072451903,1.46164150668503,865,1613,2478,7.81520706218909,4,"Enfield 016",50.7,1868896.83141735,2.61521871209465e-05
"286","E02000293",0.0446844601074809,0.528491864656787,0.166824673756086,0.107654523127303,0.847655521647656,60,817,877,6.77650699237218,4,"Enfield 017",29.2,2147602.82224701,1.39850098278033e-05
"287","E02000294",0.0446808912208582,0.715819120162192,0.218168726317054,0.230454359394188,1.20912309709429,162,1245,1407,7.24921505711439,4,"Enfield 018",59.2,1957266.48554674,1.21429003497461e-05
"288","E02000295",0.0648603131250056,0.384185822695374,0.214679509137528,0.199754400327466,0.863480045285374,197,1001,1198,7.08840877867539,4,"Enfield 019",51.7,1614840.1937124,1.43494985399534e-05
"289","E02000296",0.109728360012425,0.457818134543923,0.42604224625386,0.204666393778142,1.19825513458835,2124,1759,3883,8.26436332973167,4,"Enfield 020",52.9,1799149.76463999,4.07985193592394e-05
"290","E02000297",0.0806576500066348,0.651288122898554,0.355486228538737,0.223086369218174,1.3105183706621,184,1542,1726,7.45356187164337,4,"Enfield 021",57.4,1619772.47930496,1.85641420602804e-05
"291","E02000298",0.0704807412425438,0.68353425057894,0.19670084753227,0.151453131395825,1.10216897074958,299,1227,1526,7.3304052118444,4,"Enfield 022",39.9,1993801.58533856,1.91822568084645e-05
"292","E02000299",0.11401543906374,0.718857254083729,0.37604713145849,0.422840769545641,1.6317605941516,251,1422,1673,7.42237370098682,4,"Enfield 023",106.2,877343.711879383,1.79556717113802e-05
"293","E02000300",0.0964501038354655,0.609424511718076,0.413074509958987,0.417928776094965,1.53687790160749,113,1220,1333,7.19518732017871,4,"Enfield 024",105,784018.806534922,1.61925173087957e-05
"294","E02000301",0.0307970448657018,0.582093571987128,0.176664654910172,0.214081047891936,1.00363631965494,290,1596,1886,7.5422134631934,4,"Enfield 025",55.2,2730197.23316571,1.25143583956569e-05
"295","E02000302",0.0505162376729051,0.607868204641565,0.31084773913317,0.203847728203029,1.17307990965067,288,1238,1526,7.3304052118444,4,"Enfield 026",52.7,1583335.30160682,1.82882025726686e-05
"296","E02000303",0.0820618511214948,0.719151976204601,0.401029832261324,0.264428980761359,1.46667264034878,319,1025,1344,7.20340552108309,4,"Enfield 027",67.5,1248013.47517726,1.59542436897831e-05
"297","E02000304",0.061392326694,0.6833156028703,0.229630918766183,0.180515759312321,1.1548546076428,127,1073,1200,7.09007683577609,4,"Enfield 028",47,1731300.50537269,1.47472462546996e-05
"298","E02000305",0.191765392307098,0.826560086681587,0.306899279063516,0.35571019238641,1.68093495043861,522,1550,2072,7.63626960337937,4,"Enfield 029",89.8,965416.357154828,2.3900047361164e-05
"299","E02000306",0.106580555279446,0.435165399418118,0.358031043550909,0.16741711011052,1.06719410835899,1633,1076,2709,7.9043348420851,4,"Enfield 030",43.8,2095386.33748869,2.95169029032705e-05
"300","E02000307",0.0748411718138473,0.781421108955061,0.490721722565549,0.353663528448629,1.70064753178309,28,1597,1625,7.39326309476384,4,"Enfield 031",89.3,1105217.15959694,1.64647176419896e-05
"301","E02000308",0.10111904573268,0.597048065361715,0.480933454816577,0.264019647973803,1.44312021388477,454,1235,1689,7.4318919168078,4,"Enfield 032",67.4,1141469.8678675,2.1953577476228e-05
"302","E02000309",0.109929836564171,0.558940088395343,0.462272172283337,0.251739664347114,1.38288176158997,1285,1352,2637,7.87739718635329,4,"Enfield 033",64.4,1628451.56575955,2.51448712567913e-05
"303","E02000311",0.0694554063494158,0.678114768484336,0.401884619719384,0.273434302087597,1.42288909664073,229,1724,1953,7.57712193087668,4,"Enfield 035",69.7,1420911.45570128,1.97197974376135e-05
"304","E02000312",0.119414594162395,0.772932906227516,0.420397262943444,0.315186246418338,1.62793100975169,328,2413,2741,7.91607809630279,4,"Enfield 036",79.9,1301853.54456419,2.63511835646944e-05
"305","E02000313",0.0521081829586115,0.552157996307626,0.423378328602665,0.356119525173966,1.38376403304287,26,921,947,6.85329909318608,4,"Greenwich 001",89.9,731574.918121969,1.43989717582668e-05
"306","E02000314",0.0399689494811849,0.0959038177516828,0.383718234586907,0.157183790421613,0.676774792241387,2274,2429,4703,8.45595588194505,4,"Greenwich 002",41.3,3184693.50624216,3.57566879784463e-05
"307","E02000315",0.0696819446246844,0.619133338825765,0.313960488587014,0.299631600491199,1.30240737252866,175,1522,1697,7.43661726523423,4,"Greenwich 003",76.1,1193990.16864081,1.86765405340405e-05
"308","E02000316",0.159184931068153,0.545823886624212,0.526953937899377,0.221449038067949,1.45341179365969,5585,2459,8044,8.99268175089254,2,"Greenwich 004",57,1889810.67088525,7.46756324280027e-05
"309","E02000317",0.0958988363340183,0.523529206572698,0.321922969261665,0.512893982808023,1.4542449949764,146,1157,1303,7.17242457712485,4,"Greenwich 005",128.2,652083.21114115,1.55866711159077e-05
"310","E02000318",0.118848302176881,0.830279918170962,0.291528008112982,0.352844862873516,1.59350109133434,509,1722,2231,7.71020519443253,4,"Greenwich 006",89.1,1109022.34803499,2.25777972376426e-05
"311","E02000319",0.116208022947128,0.521970328197869,0.433928116994068,0.473188702415063,1.54529517055413,629,2120,2749,7.91899248816525,4,"Greenwich 007",118.5,921579.113918267,2.51723502474518e-05
"312","E02000320",0.0430868221206751,0.718770557040328,0.203077110529961,0.17396643471142,1.13890092440238,105,1166,1271,7.14755927118945,4,"Greenwich 008",45.4,1461913.76038759,1.91499632004517e-05
"313","E02000321",0.0843696199805999,0.556399536763965,0.576548044699537,0.461727384363488,1.67904458580759,138,1066,1204,7.09340462586877,4,"Greenwich 009",115.7,626641.220440749,1.66063492969285e-05
"314","E02000323",0.154588290539802,0.580951925246232,0.430913279440428,0.562013917314777,1.72846741254124,667,1747,2414,7.78904040165748,4,"Greenwich 011",140.2,761743.490540456,2.26037502688536e-05
"315","E02000324",0.0677246917342841,0.703663072705307,0.269120155424579,0.217765042979943,1.25827296284411,301,1139,1440,7.27239839257005,4,"Greenwich 012",56.1,1308340.17871913,1.96190941892426e-05
"316","E02000326",0.104154793844811,0.751513254503654,0.374641697797931,0.38436348751535,1.61467323366175,102,1380,1482,7.30114780585603,4,"Greenwich 014",96.8,729700.993747067,2.09810833294256e-05
"317","E02000327",0.0358908242144053,0.58680664142765,0.274453592999048,0.138354482194024,1.03550554083513,2156,690,2846,7.9536697786498,4,"Greenwich 015",36.7,1852449.04520622,4.18622493959464e-05
"318","E02000328",0.0894373998658619,0.655154923876018,0.306143431811661,0.296766270978305,1.34750202653185,144,1421,1565,7.35564110297425,4,"Greenwich 016",75.4,871573.056240367,2.38143756523344e-05
"319","E02000329",0.0279439436807877,0.71061477469683,0.150993562260972,0.131805157593123,1.02135743823171,63,1058,1121,7.02197642307216,4,"Greenwich 017",35.1,1756142.8738586,1.818606128962e-05
"320","E02000331",0.0853076954081032,0.48908837777632,0.32474682581213,0.311092918542775,1.21023581753933,79,1473,1552,7.34729970074316,4,"Greenwich 019",78.9,991836.937694427,1.98323617526894e-05
"321","E02000332",0.0292832808790184,0.687566636843759,0.216705805202725,0.135079819893573,1.06863554281908,136,1297,1433,7.26752542782817,4,"Greenwich 020",35.9,2029733.26693079,1.96658522529656e-05
"322","E02000333",0.082265518683446,0.694070924200337,0.408075832548094,0.191567744576341,1.37598002000822,388,1410,1798,7.49443021503157,4,"Greenwich 021",49.7,1261604.13737642,2.86754468398288e-05
"323","E02000334",0.0417166966457066,0.642090079998778,0.218018771827407,0.179287760949652,1.08111330942154,34,1036,1070,6.97541392745595,4,"Greenwich 022",46.7,1382483.0113579,1.65732275761907e-05
"324","E02000335",0.0409636792472705,0.727530522782769,0.283214867231911,0.195251739664347,1.2469608089263,28,1058,1086,6.99025650049388,4,"Greenwich 023",50.6,1306167.62952001,1.64316203432268e-05
"325","E02000337",0.0559697269512529,0.661887759225674,0.412549467230478,0.219402374130168,1.34980932753757,82,1251,1333,7.19518732017871,4,"Greenwich 025",56.5,1392993.50588414,1.69368487751907e-05
"326","E02000339",0.117947760521338,0.745625696548693,0.346430198691884,0.182562423250102,1.39256607901202,509,743,1252,7.13249755166004,4,"Greenwich 027",47.5,1249654.59592858,2.10921440394146e-05
"327","E02000340",0.0435629764404417,0.529628900408828,0.174674607236208,0.0642652476463365,0.812131731731814,1161,933,2094,7.64683139143048,4,"Greenwich 028",18.6,3267246.78327101,3.44573436379912e-05
"328","E02000341",0.0311804165205687,0.451752843693518,0.297859673212568,0.163733115022513,0.944526048449168,99,1084,1183,7.07580886397839,4,"Greenwich 029",42.9,1786516.30771421,1.54354916642434e-05
"329","E02000342",0.0582894904120024,0.561416856215377,0.21766080202232,0.182153090462546,1.01952023911225,201,801,1002,6.90975328164481,4,"Greenwich 030",47.4,1356039.32631669,1.55889582964737e-05
"330","E02000343",0.0586039896560367,0.637740176935947,0.284616359227464,0.205485059353254,1.1864455851727,50,1020,1070,6.97541392745595,4,"Greenwich 031",53.1,1253358.2677752,1.60773337135908e-05
"331","E02000344",0.077316483937993,0.629857482061574,0.247293831523253,0.190339746213672,1.14480754373649,106,864,970,6.87729607149743,4,"Greenwich 032",49.4,1296833.18912994,1.51412129909615e-05
"332","E02000345",0.236919075514191,0.605502264059351,0.323466896813158,0.579205894392141,1.74509413077884,660,667,1327,7.19067603433221,4,"Hackney 001",144.4,613114.525284506,1.4988636402402e-05
"333","E02000346",0.124801855571762,0.478531765053346,0.46856277227648,0.41629144494474,1.48818783784633,61,705,766,6.64118216974059,4,"Hackney 002",104.6,582249.320022134,1.25773195492607e-05
"334","E02000347",0.111552680516294,0.725695734583324,0.342497331748968,0.462955382726156,1.64270112957474,252,763,1015,6.92264389147589,4,"Hackney 003",116,688279.113102056,1.27128658031826e-05
"335","E02000348",0.134268308482862,0.734681222567795,0.518252853897102,0.583299222267704,1.97050160721546,111,715,826,6.71659477352098,4,"Hackney 004",145.4,552580.292635461,1.0280642299112e-05
"336","E02000350",0.217211531799111,0.912723674309327,0.393073962600312,0.674580433892755,2.19758960260151,95,1550,1645,7.40549566319947,4,"Hackney 006",167.7,568733.778794329,1.7247407188987e-05
"337","E02000351",0.184582047957928,0.708742581765667,0.371453727178349,0.655751125665166,1.92052948256711,41,2132,2173,7.68386398025643,4,"Hackney 007",163.1,523137.841723592,2.5467694345511e-05
"338","E02000352",0.09135811229005,0.613654577173232,0.477027171666736,0.357347523536635,1.53938738466665,27,973,1000,6.90775527898214,4,"Hackney 008",90.2,760492.580864346,1.45780179584503e-05
"339","E02000353",0.300737270827451,0.819696233273878,0.504828698261596,0.558739255014327,2.18400145737725,321,1485,1806,7.49886973397693,4,"Hackney 009",139.4,565360.890963288,2.29154932362045e-05
"340","E02000354",0.133470435663314,0.720599258464268,0.468684516583827,0.478510028653295,1.8012642393647,218,1525,1743,7.46336304552002,4,"Hackney 010",119.8,788586.007905632,1.84497931767187e-05
"341","E02000355",0.160530561682669,0.846431717675375,0.550437008624833,0.517396643471142,2.07479593145402,108,1228,1336,7.19743535409659,4,"Hackney 011",129.3,653313.376634419,1.58156258660387e-05
"342","E02000356",0.229719977662326,0.834033641625396,0.531599491518573,0.734343020875972,2.32969613168227,129,1354,1483,7.30182234213793,4,"Hackney 012",182.3,405171.943167099,2.00777535064368e-05
"343","E02000357",0.0277603254691396,0.511597340824993,0.361288915573739,0.158411788784282,1.05905837065215,47,679,726,6.5875500148248,4,"Hackney 013",41.6,1516291.17567898,1.15096119774675e-05
"344","E02000358",0.269581308914852,0.78730001298954,0.516510965828026,0.72247237003684,2.29586465776926,400,2159,2559,7.84737183615979,4,"Hackney 014",179.4,609407.019102094,2.3406711113764e-05
"345","E02000359",0.175454038493382,0.798760709408183,0.396464001625022,0.604993860008187,1.97567260953477,19,820,839,6.73221070646721,4,"Hackney 015",150.7,439806.684264414,1.265863515691e-05
"346","E02000360",0.223759891268286,0.708719061877293,0.61212011399892,0.834220221039705,2.3788192881842,134,1835,1969,7.58528107863913,4,"Hackney 016",206.7,548039.686017357,1.7381739252014e-05
"347","E02000361",0.32729440202901,0.777787331700772,0.749119085512856,0.514531313958248,2.36873213320089,2250,1317,3567,8.17948018535889,4,"Hackney 017",128.6,593668.953954847,4.67216103067343e-05
"348","E02000362",0.0882510093678086,0.419288193465989,0.658802498019142,0.189111747851003,1.35545344870394,364,1044,1408,7.24992553671799,4,"Hackney 018",49.1,1295374.3051196,2.21373628966511e-05
"349","E02000363",0.202328444832324,0.373626333720239,0.653605885184755,0.732296356938191,1.96185702067551,1495,1495,2990,8.00302866638473,4,"Hackney 019",181.8,598242.612347628,2.74915967619331e-05
"350","E02000364",0.214600892839094,0.77557645520305,0.531968782841289,0.534588620548506,2.05673475143194,456,1517,1973,7.58731050602262,4,"Hackney 020",133.5,665334.546555037,2.22129247515422e-05
"351","E02000365",0.246334799244158,0.589686414505155,0.5506068684583,0.529676627097831,1.91630470930544,1115,2963,4078,8.3133619511344,4,"Hackney 021",132.3,969340.008765938,3.17988371787533e-05
"352","E02000366",0.172006538295464,0.690614164542143,0.703092809525696,0.529676627097831,2.09539013946113,69,1234,1303,7.17242457712485,4,"Hackney 022",132.3,640232.792485016,1.5383198948666e-05
"353","E02000367",0.285534188378362,0.565009037401604,0.590078847305237,0.527629963160049,1.96825203624525,994,1878,2872,7.96276393016811,4,"Hackney 023",131.8,741106.9003816,2.94027646950072e-05
"354","E02000368",0.129322188066386,0.594195417018381,0.669692644925862,0.608268522308637,2.00147877231927,66,1353,1419,7.25770767716004,4,"Hackney 024",151.5,635951.294247462,1.4728072288534e-05
"355","E02000369",0.263031932722215,0.281696877082969,0.603230805597959,0.717969709373721,1.86592932477686,561,2160,2721,7.90875473878325,4,"Hackney 025",178.3,649303.00848935,2.35033508408491e-05
"356","E02000370",0.453623347476147,0.43407730243681,0.489605375812608,0.684404420794106,2.06171044651967,266,1128,1394,7.23993259132047,4,"Hackney 026",170.1,487766.352436179,1.68014445140775e-05
"357","E02000371",0.487960033880352,0.414423005377388,0.570653068198042,0.495702005730659,1.96873811318644,12357,2052,14409,9.57560829033293,2,"Hackney 027",124,996679.218903594,0.000116588778715638
"358","E02000372",0.0579733335171083,0.599245455322176,0.221078570817643,0.0974212034383954,0.975718563095323,6682,1674,8356,9.03073512267646,2,"Hammersmith and Fulham 001",26.7,3442874.76653282,9.09004313895783e-05
"359","E02000373",0.115560988608065,0.483380986612961,0.536337670948325,0.656569791240278,1.79184943740963,80,911,991,6.89871453432999,4,"Hammersmith and Fulham 002",163.3,409320.496957206,1.48259993592051e-05
"360","E02000374",0.156163037778949,0.798864410594575,0.50466620866335,0.542775276299632,2.00246893333651,17,1029,1046,6.95272864462487,4,"Hammersmith and Fulham 003",135.5,496665.777811136,1.55427604245111e-05
"361","E02000375",0.2824429135804,0.734939028827601,0.610032779788836,0.372492836676218,1.99990755887305,5518,1342,6860,8.83346272071993,2,"Hammersmith and Fulham 004",93.9,747495.380359855,9.77349759530604e-05
"362","E02000376",0.406735003962229,0.827831152011124,0.376763890172549,0.678673761768318,2.29000380791422,719,1450,2169,7.68202151082687,4,"Hammersmith and Fulham 005",168.7,410293.307134637,3.13364674333423e-05
"363","E02000377",0.2693968681897,0.807643351438385,0.536749111129265,0.742120343839542,2.35590967459689,145,1739,1884,7.54115245513631,4,"Hammersmith and Fulham 006",184.2,440472.105287216,2.32205692631697e-05
"364","E02000378",0.437168914771442,0.770520305095413,0.349885631710111,0.897257470323373,2.45483232190034,301,1412,1713,7.44600149832412,4,"Hammersmith and Fulham 007",222.1,293825.677919476,2.62493804582258e-05
"365","E02000379",0.108959559731003,0.676130677762495,0.359490412699153,0.445354072861236,1.58993472305389,79,1486,1565,7.35564110297425,4,"Hammersmith and Fulham 008",111.7,678890.649509788,2.06377022159452e-05
"366","E02000380",0.268282744781292,0.784738967555303,0.456090696848836,0.669259107654523,2.17837151683995,170,1068,1238,7.12125245324454,4,"Hammersmith and Fulham 009",166.4,352101.923465054,2.11299721766281e-05
"367","E02000381",0.259136749736139,0.892016523946905,0.384291568845624,0.563241915677446,2.09868675820611,683,1734,2417,7.79028238070348,4,"Hammersmith and Fulham 010",140.5,548685.735770717,3.13528233988529e-05
"368","E02000382",0.262303817047545,0.638892567684247,0.603587279067868,0.397462136717151,1.90224580051681,798,1068,1866,7.53155238140729,4,"Hammersmith and Fulham 011",100,624426.960607396,2.98833989836841e-05
"369","E02000383",0.264730926427654,0.756121494833414,0.409575779432497,0.631191158411789,2.06161935910535,1319,2177,3496,8.15937473677543,4,"Hammersmith and Fulham 012",157.1,601784.680316803,3.69789104780492e-05
"370","E02000384",0.39018143246112,0.772421327212987,0.653672936605491,0.371264838313549,2.18754053459315,9062,1185,10247,9.23474025879972,2,"Hammersmith and Fulham 013",93.6,777015.600355633,0.000140893562080851
"371","E02000385",0.215168456246816,0.996266468379925,0.674453942933065,0.6189111747851,2.50480004234491,78,1430,1508,7.3185395485679,4,"Hammersmith and Fulham 014",154.1,401862.087091461,2.43512728777486e-05
"372","E02000386",0.244177691599097,0.769090853673771,0.536721042250686,0.749488334015555,2.29947792153911,293,1503,1796,7.49331724886215,4,"Hammersmith and Fulham 015",186,442886.395611137,2.18022365874898e-05
"373","E02000387",0.204993242684226,0.701268276986899,0.629262885776497,0.617683176422432,2.15320758187005,1191,1041,2232,7.7106533235012,4,"Hammersmith and Fulham 016",153.8,407380.321742556,3.56236001877452e-05
"374","E02000388",0.314810815150309,0.692849634247644,0.442238909474183,0.619729840360213,2.06962919923235,552,2088,2640,7.87853419614036,4,"Hammersmith and Fulham 017",154.3,532893.22341964,3.21068577038077e-05
"375","E02000389",0.187353779618983,0.615490581478602,0.411558797970295,0.525992632009824,1.7403957910777,354,1733,2087,7.6434829070772,4,"Hammersmith and Fulham 018",131.4,630162.923680134,2.52042765640239e-05
"376","E02000390",0.293657246560596,0.857214378493811,0.496917727706905,0.747032337290217,2.39482169005153,101,1505,1606,7.38150189450671,4,"Hammersmith and Fulham 019",185.4,346063.072010115,2.50311355723249e-05
"377","E02000391",0.270149313487742,0.806924342744566,0.426915669694485,0.463774048301269,1.96776337422806,889,1717,2606,7.86557175768479,4,"Hammersmith and Fulham 020",116.2,667745.340931339,3.35859329649469e-05
"378","E02000392",0.384431610437291,0.814687548118074,0.477637297991447,0.696684404420794,2.37344086096761,821,2754,3575,8.18172045512811,4,"Hammersmith and Fulham 021",173.1,554112.966580789,3.72718255919594e-05
"379","E02000393",0.223735091791239,0.901957600001184,0.4630568190478,0.681539091281212,2.27028860212144,7,1686,1693,7.43425738213314,4,"Hammersmith and Fulham 022",169.4,355927.413127739,2.80790308463592e-05
"380","E02000394",0.281817635588452,0.410698262786478,0.471108058849277,0.470323372902169,1.63394733012638,1000,1631,2631,7.87511928104029,4,"Hammersmith and Fulham 023",117.8,650824.892760802,3.4317164945095e-05
"381","E02000395",0.217844629037247,0.784769608717577,0.423485667485567,0.239459680720426,1.66555958596082,774,1498,2272,7.72841577984104,4,"Hammersmith and Fulham 024",61.4,953729.569499819,3.87984796868535e-05
"382","E02000396",0.228698571490135,0.725350719789647,0.449671525987946,0.422431436758084,1.82615225402581,380,1485,1865,7.53101633207792,4,"Hammersmith and Fulham 025",106.1,622410.999922734,2.82413981040797e-05
"383","E02000397",0.174994586323003,0.817129045533458,0.363918776803009,0.555464592713876,1.91150700137335,136,1588,1724,7.45240245122364,4,"Haringey 001",138.6,568402.201672865,2.18835754014748e-05
"384","E02000398",0.135910206669886,0.644608064294057,0.342213114893644,0.232910356119525,1.35564174197711,675,695,1370,7.22256601882217,4,"Haringey 002",59.8,1189000.63469718,1.92680292407837e-05
"385","E02000400",0.105051282164527,0.567988903244757,0.300630744656154,0.223495702005731,1.19716663207117,335,1351,1686,7.4301141385618,4,"Haringey 004",57.5,1337079.48813271,2.19296903367981e-05
"386","E02000401",0.102544014540258,0.690613779998818,0.368677006511822,0.357347523536635,1.51918232458753,88,691,779,6.65801104587075,4,"Haringey 005",90.2,744507.369106606,1.16001049750886e-05
"387","E02000402",0.0762463712523831,0.706389043973487,0.417932639095653,0.276708964388047,1.47727701870957,93,837,930,6.8351845861473,4,"Haringey 006",70.5,951959.193307348,1.38572004498129e-05
"388","E02000403",0.161377998331637,0.88341527971148,0.438366517815431,0.334424887433483,1.81758468329203,2062,1234,3296,8.10046489102936,4,"Haringey 007",84.6,842897.430047381,4.62212951254514e-05
"389","E02000404",0.138392721579683,0.631165164219386,0.374650530679586,0.455178059762587,1.59938647624124,159,1216,1375,7.22620901010067,4,"Haringey 008",114.1,643150.927573968,1.8737176743936e-05
"390","E02000405",0.0578553407949761,0.815870725796753,0.212910776918024,0.138354482194024,1.22499132570378,94,1188,1282,7.15617663748062,4,"Haringey 009",36.7,1778726.30432902,1.96387044054926e-05
"391","E02000406",0.154125700214743,0.970733434499673,0.412619539550196,0.616045845272206,2.15352451953682,57,1110,1167,7.06219163228656,4,"Haringey 010",153.4,458386.687017187,1.65963849846943e-05
"392","E02000407",0.260869300588103,0.853417296894538,0.334906195225284,0.561604584527221,2.01079737723515,293,988,1281,7.15539630189673,4,"Haringey 011",140.1,518851.88959907,1.76225029416677e-05
"393","E02000408",0.238791858367767,0.659475180876718,0.522455950635066,0.589848546868604,2.01057153674815,377,900,1277,7.15226885603254,4,"Haringey 012",147,517109.116643831,1.67993070520847e-05
"394","E02000409",0.0872153603666157,0.701045078644581,0.441790892242727,0.372902169463774,1.6029535007177,146,910,1056,6.96224346426621,4,"Haringey 013",94,692923.261552337,1.6212534888819e-05
