"","MSOA11CD","POI_density","POI_diversity","Road_density","bamean","log_POI_density","log_POI_diversity","log_Road_density","log_bamean","pd_norm","pdiv_norm","r_norm","Pp_norm","vitality"
"23","E02000024",0.000209870172577288,5.72615318580165e-05,0.018482140997508,32.2722093364931,-8.46902144424963,-9.76788150597984,-3.99095036463575,3.47420646781988,0.406045566898999,0.470476649040781,0.413263270412009,0.367626442915008,41.4352982316699
"24","E02000025",0.000115742076998146,5.32913160279232e-05,0.0225549964239125,22.190744349043,-9.06414631660077,-9.83973716637179,-3.79179866667144,3.09967528072814,0.295290194595171,0.453302172132997,0.507117302669849,0.246475972342555,37.5546410435143
"25","E02000026",0.000104068746678325,5.23744672825559e-05,0.0291056183666393,17.3357918888852,-9.17045885145106,-9.85709135098982,-3.53682405242197,2.85277325959839,0.275504961403034,0.449154286756257,0.627278947864508,0.166610003696711,37.9637049930127
"26","E02000027",0.000127647121917614,5.42798509088917e-05,0.0315627347293422,16.6191693602607,-8.96624096120066,-9.82135746970566,-3.45577813500495,2.81055680985468,0.313510814487999,0.457695168791057,0.665473380678161,0.152954150916965,39.7408378718546
"27","E02000028",0.000233591805275309,0.000106350740613149,0.0247928954016607,20.4504265558298,-8.36193538778259,-9.14876805241986,-3.6971981425927,3.01800374074706,0.425974755887015,0.618453157133053,0.551699602139302,0.220057490138398,45.4046251324442
"28","E02000029",0.000265609885864501,9.9603707199188e-05,0.030266980475725,22.269472521717,-8.23348192017929,-9.21431117319102,-3.49769791395606,3.10321679539007,0.449880514643014,0.602787462767317,0.64571788611731,0.247621554293056,48.6501854455174
"29","E02000030",3.29962710067439e-05,8.57491450279207e-06,0.0103718947222625,18.4023066264353,-10.3191160026784,-11.6666695354819,-4.56865556154403,2.91247601689037,0.0617347824975005,0.016640570051598,0.141008688902641,0.185922192880639,10.1326558583094
"30","E02000031",0.000218922443998769,7.19463430981869e-05,0.022722285823245,21.1051673403446,-8.42679302786101,-9.53958995152107,-3.7844090817724,3.04951790814615,0.413904462059009,0.525041425272852,0.510599785353031,0.230251450859655,41.9949280886137
"31","E02000032",0.000127478776605396,5.69737549074395e-05,0.0244771233073824,23.7313462403191,-8.96756066521836,-9.77291983638523,-3.71001634019642,3.16679680041537,0.313265211730322,0.469272419774372,0.545658782283466,0.268187925781705,39.9096084892466
"32","E02000033",0.000180775113834485,7.60269170331945e-05,0.0272544518357578,21.6766305372373,-8.61825676420087,-9.48442310889246,-3.60253840109678,3.0762347464687,0.37827221345675,0.538227048501871,0.596309808944919,0.238893608433018,43.7925669834139
"33","E02000034",0.000166765705983537,7.30407937059676e-05,0.0224521023895306,24.2824312381346,-8.69892068879721,-9.52449245500649,-3.79637102153798,3.18975309454462,0.363260300133652,0.528649931601244,0.504962493318362,0.275613651414743,41.8121594117
"34","E02000035",0.00020242262023677,9.35437866245678e-05,0.0254959802632775,20.0107126403235,-8.50515286673256,-9.27708092514562,-3.66923447597795,2.99626776217054,0.399321349285382,0.587784641144478,0.564878012844991,0.213026502803682,44.1252626519633
"35","E02000036",0.000147124866002703,6.34546177797917e-05,0.0277616339924957,19.3199793089365,-8.82422890315602,-9.66518558820478,-3.58410028367466,2.96113975781778,0.339939886924894,0.495022365533134,0.604999123095882,0.201663565872702,41.0406235356653
"36","E02000037",5.9348683384641e-05,2.26310154540655e-05,0.0154491157798736,16.1166048181593,-9.73208062106973,-10.6961892272944,-4.17020350835229,2.77985009567425,0.170984664776366,0.248598519522941,0.328786810986056,0.14302137895856,22.2847843560981
"37","E02000038",0.000186482767034146,6.8584847450248e-05,0.0283541048380839,20.9278397424206,-8.58717172511141,-9.58743893028005,-3.56298346782284,3.04108031767765,0.384057276789477,0.513604870709517,0.614950824921162,0.227522123927779,43.5033774086983
"38","E02000039",0.000227750835079115,8.37596046365339e-05,0.0224378199250179,24.5920734192247,-8.38725835518278,-9.38755971160733,-3.79700735433867,3.20242417228401,0.421262039594104,0.561378713531581,0.504662609361491,0.279712394279673,44.1753939191712
"39","E02000040",5.60001440216259e-05,1.99585288381573e-05,0.0155774317968021,19.3752484161411,-9.79015629541768,-10.8218539953005,-4.16193209187022,2.96399639663547,0.160176524782498,0.218562936460026,0.332684873604958,0.202587609447567,22.8502986073762
"40","E02000041",0.000443471243128989,0.00013696524203483,0.0272554280639242,27.6586192756591,-7.72087759906325,-8.89578337210038,-3.60250258270318,3.31993740726324,0.545278447190285,0.678919925185429,0.596326689045376,0.317724672580917,53.4562433500502
"41","E02000042",0.000628099681620287,0.000169421624647577,0.0308855841698518,27.7059573742034,-7.37281167539742,-8.68312012953939,-3.47746573565823,3.32164745773033,0.610055055853247,0.729749323016802,0.655252685639588,0.3182778265663,57.8333722768984
"42","E02000043",0.000101098900238482,5.12325507965282e-05,0.0198895119584242,31.4315998102425,-9.19941130995466,-9.87913547018246,-3.91756272344976,3.44781375025358,0.270116780754478,0.44388544343951,0.447848594632698,0.359089129433394,38.023498706502
"43","E02000044",0.000188947249278431,8.68620055924541e-05,0.0242144649188227,29.6971809227262,-8.57404268620842,-9.35118984118111,-3.72080510046699,3.39105212287689,0.386500649028226,0.570071605592792,0.540574373439318,0.34072831435537,45.9468735603927
"44","E02000045",0.000136891769554614,6.30045801297386e-05,0.0317185659840957,20.1981570335543,-8.89631994760416,-9.67230313374325,-3.45085309180944,3.00559136428225,0.326523424534268,0.493321175664113,0.667794401124724,0.216042429973952,42.5920357824264
"45","E02000046",0.000484025945407142,0.000149010110581817,0.0333224770275957,36.356915087209,-7.6333720464713,-8.81149639806714,-3.40152312388252,3.59338442212375,0.561563617759085,0.699065654572157,0.691042088432524,0.406177211831988,58.9462143148939
"46","E02000047",0.000243257899072257,8.79416311514864e-05,0.0281368970124909,15.1495979952036,-8.32138836436371,-9.33883724592461,-3.57067350301033,2.71797399663326,0.433520736374822,0.573024043310667,0.611326749314837,0.123006173885216,43.5219425721386
"47","E02000048",8.60170108983462e-05,3.60820420247744e-05,0.0207086847483267,21.3559400518348,-9.36096548012727,-10.2297152672324,-3.87720211363933,3.06132992354629,0.240050834772395,0.360092119490807,0.466869301027948,0.234072310839961,32.5271141532778
"48","E02000049",0.000146100023603824,6.40789577209755e-05,0.0350357376967286,15.1939879490006,-8.83121907764826,-9.65539452061461,-3.35138666138792,2.72089981993872,0.338638984518819,0.49736256341473,0.714669851672112,0.123952596726586,41.8655999083062
"49","E02000050",0.000141922688628281,5.84664896674647e-05,0.0285521268251367,26.0368925396822,-8.86022809490742,-9.74705679405126,-3.55602385090387,3.2595144761059,0.333240278035568,0.475454037491153,0.618230677001223,0.298179527088703,43.1276129904162
"50","E02000051",0.000344395830474618,0.000103249454206676,0.0268942308143791,25.6610491410366,-7.97371889211982,-9.17836261227099,-3.61584348324281,3.24497424459628,0.498223563673775,0.611379656145284,0.590039535471525,0.293476164724406,49.8279730003747
"51","E02000052",0.000366677901061816,0.000144385915715559,0.0312484208947523,31.3143407748744,-7.91102674905579,-8.8430208728584,-3.4657864354444,3.44407616433872,0.509890848924598,0.691530877751803,0.66075677840014,0.35788012386057,55.5014657234278
"52","E02000053",0.000234486366351438,8.28732637242067e-05,0.0268246054323964,12.736647580239,-8.35811311099437,-9.39819806021519,-3.61843569952429,2.54448347424776,0.426686098511724,0.55883600400103,0.588817904157364,0.0668867927728598,41.0306699860745
"53","E02000054",0.000111109288550701,5.75626434660256e-05,0.0310805903741476,23.2208085138337,-9.10499625949658,-9.76263675159962,-3.4711717583559,3.14504879538077,0.287687839452221,0.471730216435456,0.658218842367351,0.261153048220738,41.9697486618942
"54","E02000055",0.00047114086161794,0.000115877060221202,0.0313545755689006,25.9213068193123,-7.66035343940762,-9.06298075454957,-3.46239507139194,3.2550652876249,0.556542261135,0.638957484255203,0.662355023328161,0.296740337785606,53.8648776625992
"55","E02000056",0.000120385958752578,3.65181057398566e-05,0.0210067528587997,27.6191783550738,-9.02480765354672,-10.2177023726995,-3.86291132824481,3.31851039935161,0.302611293871821,0.362963364130772,0.47360410593856,0.317263075026526,36.411045974192
"56","E02000057",0.000236445012879028,0.000109549812916924,0.0343055820076959,24.9798502933688,-8.34979488074821,-9.11913119966571,-3.37244719730193,3.21806951161978,0.428234157970543,0.625536766697967,0.704744672839866,0.284773228432132,51.0822206485127
"57","E02000058",0.000287493478224151,8.38752566028234e-05,0.0276366532282665,43.5416408555615,-8.1543103824219,-9.38617990332899,-3.58861237177481,3.77371774125986,0.464614688171242,0.561708506414762,0.602872715606363,0.464510048258454,52.3426489612705
"58","E02000059",0.000180865732407269,7.03366737139378e-05,0.0248534082941061,22.1433529390513,-8.61775561188015,-9.562217220721,-3.69476038115195,3.09753735840913,0.378365480121346,0.519633201199193,0.552848443666823,0.245784413658199,42.415788466139
"59","E02000060",0.000233063891980445,9.46822061170557e-05,0.0262178097138173,33.2217135246057,-8.36419792748015,-9.26498447281834,-3.64131633907795,3.50320368396885,0.42555368723706,0.590675857229999,0.578034966805085,0.37700623958566,49.2817687714451
"60","E02000061",0.000360826411471544,0.000108122199953146,0.0269567017067686,31.3457842452267,-7.92711356992853,-9.13224848943464,-3.6135233406756,3.44507978420004,0.50689702037244,0.622401556625436,0.591132946863803,0.358204767101683,51.9659072740841
"61","E02000062",0.000328159830474692,8.16317986255453e-05,0.038226753821309,26.627760151555,-8.02200978023379,-9.41329168286472,-3.26421964669412,3.2819542863205,0.489236415697896,0.5552284235789,0.755748968207476,0.305438184473596,52.6412997989467
"62","E02000063",0.000105402749292729,5.31848734963311e-05,0.0240357262627211,18.8823720365155,-9.15772183782596,-9.84173653482263,-3.7282139612123,2.93822879035293,0.27787537600277,0.45282429596984,0.537082806646305,0.194252502160785,36.5508745194925
"63","E02000064",0.000294036546198361,0.000126195942574404,0.0251693853181061,26.776517113672,-8.1318064915539,-8.9776747591315,-3.68212689134463,3.28752527630366,0.468802761846476,0.659346773566741,0.558802216454224,0.307240245506895,49.8547999343584
"64","E02000065",8.787988146704e-05,3.64608018852613e-05,0.019601023970146,17.2955576910135,-9.33953965925351,-10.2192727953939,-3.93217347073551,2.85044968766361,0.244038274851002,0.362588011818195,0.440963001584363,0.165858392501143,30.3361920188676
"65","E02000066",8.99755478574931e-05,4.27543383436315e-05,0.0324170281898223,17.6264545668435,-9.31597261502085,-10.0600398860081,-3.42907143282861,2.86940087390827,0.248424206072086,0.400646835720013,0.678059422942325,0.171988576610175,37.477976033615
"66","E02000067",0.000195240910680642,6.78159800373027e-05,0.0278291018925258,24.0950598805952,-8.54127632253989,-9.59871269702381,-3.58167297516428,3.18200683527681,0.392598614305352,0.510910287630767,0.606143038480794,0.273107950987605,44.5689972851129
"67","E02000068",0.000255993697061156,8.00530117957567e-05,0.0319771749337147,20.8927868877329,-8.27035773464267,-9.43282149529731,-3.4427329140114,3.03940397441258,0.443017762387739,0.550560533661706,0.671621189632111,0.226979873289103,47.3044839742665
"68","E02000069",0.000110002464805613,5.98138402380519e-05,0.0233448011251896,20.264876080707,-9.11500778509915,-9.72427348167839,-3.75738096954221,3.0088891451199,0.285824650234368,0.480899557998463,0.523337298229148,0.217109170779782,37.679266931044
"69","E02000070",8.45866672563036e-05,3.66362635250232e-05,0.0254244110650185,21.2261909242755,-9.3777339012151,-10.2144720013873,-3.67204550093355,3.05523584012983,0.236930157403976,0.363735466665246,0.563553263774017,0.23210104356221,34.9079982851362
"70","E02000071",0.000196642062934537,8.47595098855761e-05,0.0265161828810782,27.660110088878,-8.53412542128144,-9.37569260695965,-3.63000005761825,3.31999130630382,0.39392942867387,0.564215112412644,0.583367980060881,0.317742107428411,46.4813657143952
"71","E02000072",0.000103629046053772,2.87604841470821e-05,0.0169812481550784,16.9226797761082,-9.17469290012006,-10.4565081912099,-4.07564559343425,2.82865472084003,0.274716986209131,0.305885536259168,0.373349030076661,0.158808324101522,27.818996916162
"72","E02000073",0.000129965618989723,5.12364459478716e-05,0.0205189065259406,26.3100812701672,-8.94824061179669,-9.87905944423375,-3.88640854830896,3.26995218399335,0.316860759167608,0.443903614671858,0.462530593272526,0.301555836634731,38.1212700936681
"73","E02000074",0.000132250735100173,6.83443396155256e-05,0.028813614906285,17.8621976341644,-8.93081092882791,-9.59095181291968,-3.54690726374493,2.88268661570415,0.320104500298303,0.512765244138066,0.622527042405295,0.176286146281137,40.79207332807
"74","E02000075",0.000107663162201062,5.08953130405021e-05,0.0216013560738128,18.9700916990853,-9.13650307315561,-9.88573972036659,-3.83499918506764,2.94286361783536,0.281824282005653,0.442306938118399,0.486758235242574,0.19575174054165,35.1660298977069
"75","E02000077",0.000163689696067844,6.65551511484641e-05,0.0204936816110345,24.9166514801546,-8.71753801956431,-9.61747961343693,-3.88763865444138,3.21553631411038,0.359795532492086,0.506424740204031,0.461950882319455,0.283953809166409,40.3031241045495
"76","E02000078",0.000137367061318956,5.05025960731455e-05,0.0221636283903395,30.9724138824763,-8.89285393530735,-9.89348581561525,-3.80930269448019,3.43309693355273,0.327168464760576,0.440455516348034,0.498868196047127,0.354328646648285,40.5205205951006
"77","E02000079",0.000418362182668843,0.000100358558270271,0.0248984450014144,26.6417897980385,-7.77916303488931,-9.20676120215043,-3.69294992720393,3.28248102802646,0.534431269657103,0.604592008193296,0.553701654585811,0.305608570833252,49.9583375817365
"78","E02000080",0.000325556177004026,9.25077661432205e-05,0.0196120883967149,27.2531269289248,-8.02997552440512,-9.28821795866511,-3.93160914792639,3.30516826421133,0.487753955457432,0.585122739159883,0.441228949460639,0.31294726366983,45.6763226936946
"79","E02000081",0.000104118385734569,4.48161747292277e-05,0.0194309662876512,16.9217213743409,-9.16998198185197,-10.0129414406406,-3.9408872850923,2.82859808507547,0.275593708945678,0.411904002628562,0.436856450537641,0.158790003999583,32.0786041527866
"80","E02000082",0.000137691660838049,5.17183311440478e-05,0.0267767534864878,20.9312264378913,-8.89049371442627,-9.86969827171099,-3.62022117510126,3.04124213186927,0.327607712311045,0.446141061804693,0.587976464771663,0.227574466339135,39.7324926306634
"81","E02000083",0.000179542508515741,5.41307264480294e-05,0.0197385753514896,22.1401605906017,-8.6250985618288,-9.8241085768126,-3.92518041822512,3.0973931806689,0.376998924641725,0.457037616898536,0.444258610823949,0.245737776150623,38.1008232128708
"82","E02000084",0.000102280306861919,3.97542324784061e-05,0.0212554050269238,23.2687339836359,-9.18779340733149,-10.1327942450881,-3.85114406174608,3.14711057031788,0.272278923844441,0.383257557643034,0.479149654486967,0.2618199753351,34.9126527827385
"83","E02000085",0.000183936079154801,6.27474249959521e-05,0.025762049038261,23.97374312356,-8.60092225660904,-9.67639301671546,-3.65885283749864,3.17695919493481,0.381498242028622,0.492343638191372,0.569770557787795,0.271475179074906,42.8771904270674
"84","E02000086",0.000118883803447629,6.11210514900238e-05,0.0210972000942962,18.3590979234723,-9.03736398349898,-9.70265420955596,-3.85861494425792,2.91012525127681,0.300274505303166,0.486066857106209,0.475628858754727,0.185161785282811,36.1783001611728
"85","E02000087",0.000116424565143043,4.14073511132301e-05,0.0182277287553032,21.5279049755223,-9.05826700418511,-10.092052129774,-4.00481128635267,3.06934999942017,0.296384360652984,0.392995475502527,0.406731046949992,0.236666583358874,33.3194366616094
"86","E02000088",9.2045025759315e-05,4.40215340588028e-05,0.0209588148625123,23.0722543609303,-9.29323269021012,-10.0308316333409,-3.86519596394697,3.13863078570068,0.252656206708564,0.407628004054038,0.472527427832978,0.259076999764215,34.7972159589949
"87","E02000089",0.0001030870706469,5.19090923115594e-05,0.0248683054618148,18.5020417221996,-9.179936580752,-9.86601659408885,-3.69416115932192,2.91788108935683,0.27374111403908,0.447021032665144,0.553130838371663,0.187670584190519,36.5390892316601
"88","E02000090",0.000323652756957764,9.30226461324186e-05,0.029583380189813,23.3798243815938,-8.03583935467823,-9.28266758765379,-3.52054255541497,3.15187344453555,0.486662670694858,0.586449353072324,0.634951913553078,0.263360633289993,49.2856142652563
"89","E02000091",0.000120537713155512,4.61633795063664e-05,0.0272714955565568,18.8703873604253,-9.02354788175425,-9.98332372556814,-3.60191324107043,2.93759388701425,0.302845742977169,0.418983038028116,0.596604427518995,0.194047128507267,37.8120084257887
"90","E02000092",6.17477362886295e-05,2.26964652304152e-05,0.0172773984233671,17.2400408424612,-9.6924532424216,-10.6933013623238,-4.05835608114394,2.84723463428502,0.178359495302703,0.249288758398751,0.38149704217399,0.164818411738108,24.3490926903388
"91","E02000093",0.000206944564742783,8.2777825897113e-05,0.0217213220801815,22.6908828401351,-8.48305960373954,-9.3993503356137,-3.82946091651557,3.12196320681116,0.403433003295962,0.558560594560561,0.489368249822673,0.253685499415611,42.6261836773702
"92","E02000094",0.000277467738212459,0.000103083989428777,0.0242863731592683,18.7909057161073,-8.18980589023019,-9.1799664706708,-3.71783986126769,2.93337301429176,0.458008817092641,0.610996312245851,0.541971798910999,0.192681793031397,45.0914680320222
"93","E02000095",0.000218555734026755,6.89836682621322e-05,0.0257460842941785,22.0252248424618,-8.42846950031756,-9.58164077323611,-3.65947272968113,3.09218838028145,0.413592463116082,0.514990708842735,0.569478421785508,0.244054167314011,43.5528940264584
"94","E02000096",0.000142014862105463,6.06011696053483e-05,0.0184050373617911,19.8953782877588,-8.85957884312525,-9.71119636465697,-3.99513088217271,2.99048745791068,0.333361106665313,0.484025166239759,0.411293121868062,0.211156734396486,35.9959032292405
"95","E02000097",0.000148379988543818,5.81777652923603e-05,0.026466127485634,26.8613633551473,-8.81573408441129,-9.75200731587279,-3.63188957168399,3.29068894763076,0.341520810284741,0.474270795666618,0.582477510555018,0.308263605598724,42.6633180526275
"96","E02000098",9.55869523471423e-05,4.15120478764732e-05,0.0213187063347379,20.3313797500906,-9.25547422894585,-10.089526862583,-3.84817036000872,3.01216549302503,0.259683223439392,0.39359904859364,0.480551068090949,0.218168978625286,33.8000579687317
"97","E02000099",0.000307554452271373,0.000118051203902143,0.0178776529566229,17.4263837934161,-8.0868584058373,-9.04439209624551,-4.02420378426107,2.85798536774975,0.477167799503561,0.643400425577408,0.397591962810314,0.168295976392643,42.1614041070982
"98","E02000100",9.44848169418598e-05,4.29038199378853e-05,0.0185833112396231,18.0855904952396,-9.26707140365485,-10.0565496931532,-3.98549134620993,2.89511551597634,0.257524937905982,0.40148103912531,0.4158359368601,0.180306551439828,31.3787116332805
"99","E02000101",0.000165872853349792,6.8342463182747e-05,0.0222628403452822,16.5481317221329,-8.70428900676841,-9.59097926886627,-3.8048363426547,2.80627320857068,0.362261232403217,0.512758681794638,0.500973049445759,0.151568524488012,38.1890372032907
"100","E02000102",0.000102726306922042,5.79669874774379e-05,0.0207625514101364,23.1159372337919,-9.18344232074429,-9.75563689088658,-3.87460432794048,3.14052230318069,0.273088680312839,0.473403278035865,0.468093557036161,0.259688853304581,36.8568592172361
"101","E02000103",0.000292720096858396,8.96313474876483e-05,0.022565751783559,18.535855655643,-8.13629370636244,-9.31980543881703,-3.79132192990277,2.91970699985563,0.467967671313687,0.57757290320423,0.507341973955721,0.188261215688713,43.5285941040588
"102","E02000104",0.000155969286643157,6.40105164836077e-05,0.0176129338587162,19.6113139742021,-8.76585145059083,-9.65646316804729,-4.03912176849275,2.97610664327722,0.350804189180425,0.497107142191752,0.390561578497179,0.206504938978359,36.1244462211929
"103","E02000105",0.000241538720338923,8.48649557947568e-05,0.0225238734443238,23.8176604183152,-8.32848076505721,-9.37444932023989,-3.79317949030899,3.17042733988903,0.432200809220319,0.564512274792641,0.506466563220751,0.269362304794254,44.3135488006991
"104","E02000106",0.000305330796160703,0.000100291137425048,0.0267856638248914,25.8441791934307,-8.09411479151013,-9.20743322756793,-3.61988846649948,3.25208539932885,0.475817354018736,0.604431385008549,0.588133260039608,0.295776426416507,49.103960637085
"105","E02000107",0.000331522712735653,0.000124189460643832,0.0251845924093361,70.5757383947321,-8.01181423564573,-8.9937022500057,-3.68152288378143,4.25668643663859,0.491133851663276,0.655515985979416,0.559086866527008,0.620737050797938,58.161843874191
"106","E02000108",9.54926062744626e-05,6.32483496103584e-05,0.0170158129489493,22.972663585526,-9.25646173468458,-9.66844152381394,-4.07361219380157,3.13430496929588,0.259499444251483,0.494244152785137,0.374307308397504,0.257677717912359,34.6432155836621
"107","E02000109",0.00037196854714362,0.00010191627786828,0.0237299083566507,18.9243042754893,-7.89670125795493,-9.19135888693799,-3.7410190704614,2.94044703645433,0.512556886211937,0.608273370322592,0.531048154926964,0.194970043365077,46.1712113706643
"108","E02000110",0.000184362099664381,9.03250555402674e-05,0.0219353922525867,43.8252778216633,-8.59860880124006,-9.31209566603713,-3.81965386202617,3.78021077012921,0.381928786310343,0.579415643412177,0.493990011112238,0.466610363345885,48.0486201045161
"109","E02000111",0.000287543054772369,9.34955944965373e-05,0.0243659541317351,22.7083281280865,-8.15413795320916,-9.2775962404638,-3.71456844352173,3.12273173509339,0.464646778010771,0.587661473797828,0.543513516856647,0.25393409703912,46.2438966426091
"110","E02000112",0.000338308485213371,0.000105426365159516,0.0270941164167749,36.4267597344777,-7.99155240057264,-9.15749780930934,-3.60843868105956,3.59530366208735,0.494904668833482,0.616366626896031,0.593529189589838,0.406798032828333,52.7899629536921
"111","E02000113",0.000159677795371845,7.11170013000654e-05,0.032518753331011,18.0820013355192,-8.74235255203548,-9.55118413159489,-3.42593833049212,2.89491704217422,0.355177438189403,0.522270259064704,0.679535957115835,0.180242350659353,43.4306501257323
"112","E02000114",0.000532665172056209,0.00019563936874904,0.0287272593600084,70.1413350434491,-7.53761752621209,-8.53923754889289,-3.54990880350987,4.2505122785122,0.579383957714271,0.764139210261129,0.621112509600399,0.618739881568296,64.5843889786024
"113","E02000115",0.000153485444098867,7.73285443551541e-05,0.0244441723239298,27.9332034985832,-8.78190482215084,-9.46744740332557,-3.71136344223083,3.32981607078705,0.347816585693384,0.542284472254734,0.545023934782366,0.320920146751782,43.9011284870567
"114","E02000116",0.000360562910320012,0.000114724562374549,0.0264207376508688,30.1492683142246,-7.92784410794813,-9.07297641225113,-3.63360606010857,3.4061606546938,0.5067610640142,0.636568386563564,0.581668582679344,0.345615506136355,51.7653384848366
"115","E02000117",0.000316457281342278,0.000123004596988165,0.0296781734167305,30.5758679432144,-8.0583222975519,-9.00328882940273,-3.51734340513977,3.42021106851994,0.482478495534069,0.653224663548019,0.636459574076166,0.350160426040068,53.058078979958
