"","flow","lon_o","lat_o","lon_d","lat_d"
"251",73,5.32482703977,1.81269310018,5.35921877131,1.99517215988
"252",58,5.32482703977,1.81269310018,5.35206247751,1.99136989276
"253",139,5.32482703977,1.81269310018,5.36951618017,1.98922903852
"254",126,5.32482703977,1.81269310018,5.31091358446,1.99397066228
"255",91,5.32482703977,1.81269310018,5.33925798668,1.98199683903
"256",66,5.32482703977,1.81269310018,5.35241100815,1.97988959476
"257",65,5.32482703977,1.81269310018,5.35974539466,1.97580765168
"258",201,5.32482703977,1.81269310018,5.32413289892,1.97317236595
"259",119,5.32482703977,1.81269310018,5.33403882743,1.97304009475
"260",251,5.32482703977,1.81269310018,5.31456914872,1.97407077464
"261",155,5.32482703977,1.81269310018,5.27839916803,1.97706084667
"262",80,5.32482703977,1.81269310018,5.34907965642,1.96514088833
"263",52,5.32482703977,1.81269310018,5.36755503386,1.96474423157
"264",186,5.32482703977,1.81269310018,5.33372054382,1.95893013596
"265",133,5.32482703977,1.81269310018,5.34157489246,1.95876457816
"266",157,5.32482703977,1.81269310018,5.31995856531,1.9563630692
"267",89,5.32482703977,1.81269310018,5.35892194958,1.94996582795
"268",178,5.32482703977,1.81269310018,5.30229216031,1.95071930377
"269",188,5.32482703977,1.81269310018,5.29285632973,1.95314422312
"270",224,5.32482703977,1.81269310018,5.32971796428,1.94719285027
"271",311,5.32482703977,1.81269310018,5.31267359689,1.94431850534
"272",106,5.32482703977,1.81269310018,5.34841178779,1.94376007467
"273",99,5.32482703977,1.81269310018,5.33985497144,1.9428397914
"274",87,5.32482703977,1.81269310018,5.36029169817,1.93846834202
"275",67,5.32482703977,1.81269310018,5.33684244386,1.93310653733
"276",202,5.32482703977,1.81269310018,5.29978563583,1.93260253669
"277",287,5.32482703977,1.81269310018,5.31134494746,1.93207540012
"278",62,5.32482703977,1.81269310018,5.35237505278,1.92871874005
"279",121,5.32482703977,1.81269310018,5.32799228842,1.92998996807
"280",145,5.32482703977,1.81269310018,5.29282703108,1.92382760931
"281",65,5.32482703977,1.81269310018,5.34979274154,1.92087297264
"282",164,5.32482703977,1.81269310018,5.31933261843,1.92166162371
"283",248,5.32482703977,1.81269310018,5.30580736291,1.92211518462
"284",56,5.32482703977,1.81269310018,5.46863727185,1.80293138276
"285",219,5.32482703977,1.81269310018,5.45740480237,1.80154639919
"286",107,5.32482703977,1.81269310018,5.46779295336,1.79322177929
"287",354,5.32482703977,1.81269310018,5.42623148689,1.79028664058
"288",87,5.32482703977,1.81269310018,5.42504637004,1.78648028227
"289",122,5.32482703977,1.81269310018,5.45590984765,1.78670667465
"290",190,5.32482703977,1.81269310018,5.44771529994,1.7866884506
"291",112,5.32482703977,1.81269310018,5.46898850595,1.7820317972
"292",103,5.32482703977,1.81269310018,5.4434338175,1.78406663012
"293",108,5.32482703977,1.81269310018,5.43855507508,1.78141592567
"294",137,5.32482703977,1.81269310018,5.41761978266,1.7789606471
"295",255,5.32482703977,1.81269310018,5.40859500006,1.77806482997
"296",65,5.32482703977,1.81269310018,5.42957233358,1.77635351775
"297",355,5.32482703977,1.81269310018,5.39930590476,1.77619128196
"298",96,5.32482703977,1.81269310018,5.44789418883,1.76787859602
"299",189,5.32482703977,1.81269310018,5.41721518498,1.77052384062
"300",136,5.32482703977,1.81269310018,5.43739368413,1.76732311569
"301",402,5.32482703977,1.81269310018,5.40310242887,1.76591712887
"302",151,5.32482703977,1.81269310018,5.41730656021,1.76356214898
"303",207,5.32482703977,1.81269310018,5.43456194879,1.75667967526
"304",145,5.32482703977,1.81269310018,5.4197847293,1.75262996074
"305",205,5.32482703977,1.81269310018,5.43119930433,1.7496848424
"306",194,5.32482703977,1.81269310018,5.43596851697,1.7412865096
"307",96,5.32482703977,1.81269310018,5.41520805039,1.73942834
"308",162,5.32482703977,1.81269310018,5.44540318127,1.7371775665
"309",145,5.32482703977,1.81269310018,5.42808451847,1.72615809517
"310",209,5.32482703977,1.81269310018,5.43711418442,1.72433139037
"311",79,5.32482703977,1.81269310018,5.33931256102,1.87874317411
"312",108,5.32482703977,1.81269310018,5.32379885125,1.87512802767
"313",79,5.32482703977,1.81269310018,5.3302952712,1.87456192681
"314",80,5.32482703977,1.81269310018,5.34075848557,1.87456707597
"315",207,5.32482703977,1.81269310018,5.34063314347,1.86770691279
"316",318,5.32482703977,1.81269310018,5.31990920887,1.86778578843
"317",114,5.32482703977,1.81269310018,5.32809434624,1.86602114178
"318",201,5.32482703977,1.81269310018,5.3349833075,1.86459746388
"319",166,5.32482703977,1.81269310018,5.3451221962,1.8597997513
"320",169,5.32482703977,1.81269310018,5.35241624943,1.86015400862
"321",228,5.32482703977,1.81269310018,5.32850524845,1.8583876685
"322",73,5.32482703977,1.81269310018,5.36526580542,1.85998381941
"323",263,5.32482703977,1.81269310018,5.33517781114,1.8568482546
"324",102,5.32482703977,1.81269310018,5.35924154538,1.85526400019
"325",204,5.32482703977,1.81269310018,5.34311346914,1.8532869298
"326",177,5.32482703977,1.81269310018,5.34970963423,1.84979689781
"327",111,5.32482703977,1.81269310018,5.36849500867,1.8499444083
"328",132,5.32482703977,1.81269310018,5.3553170574,1.84909825031
"329",198,5.32482703977,1.81269310018,5.34145445769,1.84616070843
"330",460,5.32482703977,1.81269310018,5.33486135807,1.84478593871
"331",192,5.32482703977,1.81269310018,5.3574053537,1.84230240339
"332",264,5.32482703977,1.81269310018,5.34916301258,1.83984770445
"333",157,5.32482703977,1.81269310018,5.34123548532,1.83643633996
"334",427,5.32482703977,1.81269310018,5.33303533479,1.8364763737
"335",222,5.32482703977,1.81269310018,5.32576776503,1.83227221495
"336",265,5.32482703977,1.81269310018,5.33180882373,1.82696590372
"337",110,5.32482703977,1.81269310018,5.22362445939,1.81818586566
"338",54,5.32482703977,1.81269310018,5.22580954482,1.80719771411
"339",174,5.32482703977,1.81269310018,5.22111088603,1.80474178368
"340",198,5.32482703977,1.81269310018,5.23324627531,1.80258097213
"341",245,5.32482703977,1.81269310018,5.22918814108,1.79823921613
"342",205,5.32482703977,1.81269310018,5.22253536953,1.7976721965
"343",334,5.32482703977,1.81269310018,5.23603299984,1.79581116698
"344",223,5.32482703977,1.81269310018,5.2184943815,1.79373848817
"345",231,5.32482703977,1.81269310018,5.22925091734,1.79203182878
"346",433,5.32482703977,1.81269310018,5.23752351523,1.79115810108
"347",173,5.32482703977,1.81269310018,5.22333237718,1.78710130487
"348",388,5.32482703977,1.81269310018,5.24294229576,1.78685560661
"349",205,5.32482703977,1.81269310018,5.23209744117,1.78531339245
"350",454,5.32482703977,1.81269310018,5.24232935683,1.78108516684
"351",244,5.32482703977,1.81269310018,5.24815905062,1.78017129634
"352",196,5.32482703977,1.81269310018,5.23987273745,1.77749781191
"353",502,5.32482703977,1.81269310018,5.25193406461,1.77561050591
"354",346,5.32482703977,1.81269310018,5.23603149697,1.77312600338
"355",351,5.32482703977,1.81269310018,5.24423662481,1.77267396075
"356",476,5.32482703977,1.81269310018,5.25588095916,1.76898899841
"357",656,5.32482703977,1.81269310018,5.24892591077,1.76795298207
"358",424,5.32482703977,1.81269310018,5.24204844268,1.76839418205
"359",341,5.32482703977,1.81269310018,5.26114476906,1.76454711507
"360",439,5.32482703977,1.81269310018,5.24484740328,1.76104690878
"361",288,5.32482703977,1.81269310018,5.25519403184,1.76001083111
"362",193,5.32482703977,1.81269310018,5.3049977091,1.91315086686
"363",48,5.32482703977,1.81269310018,5.34834318979,1.91281991801
"364",171,5.32482703977,1.81269310018,5.29598958751,1.91244420439
"365",39,5.32482703977,1.81269310018,5.32330998158,1.91204769512
"366",51,5.32482703977,1.81269310018,5.33071337648,1.91122674222
"367",171,5.32482703977,1.81269310018,5.31121470166,1.91059028583
"368",102,5.32482703977,1.81269310018,5.31704442312,1.90877688676
"369",220,5.32482703977,1.81269310018,5.29571703134,1.90367261328
"370",116,5.32482703977,1.81269310018,5.31686999302,1.90310381349
"371",74,5.32482703977,1.81269310018,5.33545999125,1.90231180418
"372",57,5.32482703977,1.81269310018,5.34058135245,1.9025018655
"373",64,5.32482703977,1.81269310018,5.32612671177,1.90100618534
"374",186,5.32482703977,1.81269310018,5.28618513495,1.90089622167
"375",92,5.32482703977,1.81269310018,5.34671268524,1.90038341692
"376",124,5.32482703977,1.81269310018,5.31006330313,1.89967163239
"377",230,5.32482703977,1.81269310018,5.27904432295,1.89960635052
"378",114,5.32482703977,1.81269310018,5.33162518366,1.89764856911
"379",128,5.32482703977,1.81269310018,5.32099145535,1.89671887646
"380",254,5.32482703977,1.81269310018,5.30433566795,1.89350767115
"381",245,5.32482703977,1.81269310018,5.28886604704,1.89166166743
"382",166,5.32482703977,1.81269310018,5.29682235908,1.89151441086
"383",199,5.32482703977,1.81269310018,5.31407548102,1.89134778942
"384",102,5.32482703977,1.81269310018,5.33192143903,1.89162666272
"385",94,5.32482703977,1.81269310018,5.33954091613,1.89116250251
"386",98,5.32482703977,1.81269310018,5.32714152576,1.8882726968
"387",145,5.32482703977,1.81269310018,5.32113860756,1.886938893
"388",245,5.32482703977,1.81269310018,5.30779854613,1.88605157506
"389",91,5.32482703977,1.81269310018,5.33970652785,1.88449175699
"390",291,5.32482703977,1.81269310018,5.27845067986,1.88262851533
"391",221,5.32482703977,1.81269310018,5.31656571234,1.8788284745
"392",98,5.32482703977,1.81269310018,5.32825986647,1.88208076409
"393",330,5.32482703977,1.81269310018,5.29472426409,1.88228173418
"394",273,5.32482703977,1.81269310018,5.30449063869,1.88124906262
"395",404,5.32482703977,1.81269310018,5.28824026183,1.87669789086
"396",192,5.32482703977,1.81269310018,5.31172779838,1.8764525428
"397",188,5.32482703977,1.81269310018,5.18242887681,1.9176406453
"398",90,5.32482703977,1.81269310018,5.15130159266,1.91124702104
"399",164,5.32482703977,1.81269310018,5.17016902417,1.90918292277
"400",107,5.32482703977,1.81269310018,5.18771855711,1.90375961747
"401",89,5.32482703977,1.81269310018,5.15133117816,1.90274283068
"402",115,5.32482703977,1.81269310018,5.17697066481,1.90148204878
"403",119,5.32482703977,1.81269310018,5.15776271277,1.89819161635
"404",155,5.32482703977,1.81269310018,5.13147743891,1.89164607635
"405",156,5.32482703977,1.81269310018,5.15221976763,1.89008562386
"406",164,5.32482703977,1.81269310018,5.14333291699,1.88653295246
"407",165,5.32482703977,1.81269310018,5.12000379124,1.88351224033
"408",98,5.32482703977,1.81269310018,5.1314932511,1.87732934133
"409",105,5.32482703977,1.81269310018,5.14319196134,1.86813241495
"410",167,5.32482703977,1.81269310018,5.15414405478,1.86767202204
"411",151,5.32482703977,1.81269310018,5.55355708587,1.92213465544
"412",141,5.32482703977,1.81269310018,5.51347469313,1.9272164968
"413",107,5.32482703977,1.81269310018,5.53774376598,1.91769151909
"414",162,5.32482703977,1.81269310018,5.49403644779,1.92432965178
"415",85,5.32482703977,1.81269310018,5.52847215503,1.91207777178
"416",310,5.32482703977,1.81269310018,5.55881230803,1.9049047817
"417",223,5.32482703977,1.81269310018,5.50417660481,1.90325856002
"418",369,5.32482703977,1.81269310018,5.54655770029,1.89503722421
"419",223,5.32482703977,1.81269310018,5.4976871962,1.89631644134
"420",488,5.32482703977,1.81269310018,5.52795584293,1.89688503604
"421",440,5.32482703977,1.81269310018,5.52964826957,1.88355989293
"422",215,5.32482703977,1.81269310018,5.54760115386,1.88259727251
